Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
7 - 9,7,9,3,3,5000.0,3155.7,3155.7,4996.9,4975.0,83.1,83.1,48.8162,18.1,0.0,5327.82
7 - 9,7,9,3,4,4940.0,3093.0,3093.0,4866.94,2470.0,86.5,86.5,226.05334,17.7,0.0,5327.82
7 - 9,7,9,3,5,4888.0,3071.0,3071.0,4796.73,4849.0,81.9,81.9,329.1784,17.4,0.0,5327.82
7 - 9,7,9,3,6,4792.52,3177.5,3177.5,4784.62,4730.0,84.1,84.1,403.9328,17.2,6.0,5327.82
7 - 9,7,9,3,7,5000.0,3459.0,3459.0,5001.13,4999.98,180.6,180.6,431.37195,18.1,60.0,5327.82
7 - 9,7,9,3,8,6880.0,3866.0,3866.0,6869.85,6879.98,97.6,97.6,427.6283,18.9,165.0,5327.82
7 - 9,7,9,3,9,6588.0,4140.7,4140.7,6471.56,6588.0,104.7,104.7,489.27847,20.1,323.0,5327.82
7 - 9,7,9,3,10,5621.0,4221.9,4221.9,5617.36,5620.99,190.4,190.4,455.79675,21.6,430.0,5327.82
7 - 9,7,9,3,11,3499.0,4037.5,4037.5,3514.19,3499.0,261.9,261.9,455.67645,23.3,518.0,5327.82
7 - 9,7,9,3,12,2900.0,4112.4,4112.4,2903.74,2899.99,210.2,210.2,354.0748,25.1,628.0,5327.82
7 - 9,7,9,3,13,1878.0,3988.5,3988.5,1878.44,1878.0,280.5,280.5,98.8645,25.7,632.0,5327.82
7 - 9,7,9,3,14,1878.0,4109.8,4109.8,1960.48,1878.0,343.9,343.9,97.09027,26.3,510.0,5327.82
7 - 9,7,9,3,15,3196.0,3950.4,3950.4,3125.78,3196.0,414.1,414.1,59.093895,24.5,365.0,5327.82
7 - 9,7,9,3,16,3310.0,3996.0,3996.0,3153.74,3310.0,421.3,421.3,150.77934,22.7,202.0,5327.82
7 - 9,7,9,3,17,3840.0,4121.0,4121.0,4017.11,3840.0,510.6,510.6,35.326736,21.1,162.0,5327.82
7 - 9,7,9,3,18,4850.0,4153.1,4153.1,4999.33,4702.8,525.8,525.8,11.220778,19.0,75.0,5327.82
7 - 9,7,9,3,19,5999.0,4208.4,4208.4,5868.45,5999.0,576.5,576.5,0.0,18.8,104.0,5327.82
7 - 9,7,9,3,20,8300.0,4379.0,4379.0,8072.06,8300.0,485.9,485.9,0.0,18.2,41.0,5327.82
7 - 9,7,9,3,21,8800.0,4231.0,4231.0,8474.06,8800.0,429.5,429.5,0.0,17.6,9.0,5327.82
7 - 9,7,9,3,22,8850.0,4360.5,4360.5,8538.39,8850.0,387.6,387.6,0.0,16.9,0.0,5327.82
7 - 9,7,9,3,23,8050.0,3953.3,3953.3,7903.15,8050.0,365.1,365.1,0.0,15.7,0.0,5327.82
7 - 9,7,9,3,24,6870.0,3553.1,3553.1,6778.87,6900.0,292.7,292.7,0.0,21.8,0.0,5327.82
7 - 10,7,10,4,1,5000.0,3293.1,3293.1,5000.26,5000.0,163.4,163.4,0.0,15.4,0.0,4734.36
7 - 10,7,10,4,2,4940.0,3132.1,3132.1,4937.27,4939.94,159.8,159.8,0.0,15.1,0.0,4734.36
7 - 10,7,10,4,3,4419.0,3036.6,3036.6,4419.85,4419.0,181.6,181.6,50.777744,14.8,0.0,4734.36
7 - 10,7,10,4,4,4389.0,2964.3,2964.3,4389.71,4389.0,433.4,433.4,218.601,14.8,0.0,4734.36
7 - 10,7,10,4,5,4394.0,3009.2,3009.2,4389.26,4394.0,454.8,454.8,334.17636,14.9,0.0,4734.36
7 - 10,7,10,4,6,4292.0,3113.6,3113.6,4291.76,4292.0,440.6,440.6,377.08307,15.0,3.0,4734.36
7 - 10,7,10,4,7,4800.0,3479.6,3479.6,4879.73,4799.99,509.1,509.1,315.0069,15.4,36.0,4734.36
7 - 10,7,10,4,8,5850.0,3942.1,3942.1,5838.38,5830.0,442.1,442.1,287.22653,16.1,105.0,4734.36
7 - 10,7,10,4,9,5542.0,4233.2,4233.2,5530.96,5542.02,564.1,564.1,227.07706,17.5,193.0,4734.36
7 - 10,7,10,4,10,5000.0,4351.1,4351.1,4983.68,5000.0,526.7,526.7,188.98633,18.2,411.0,4734.36
7 - 10,7,10,4,11,3850.0,4265.8,4265.8,3924.09,3850.0,535.6,535.6,240.14857,15.4,194.0,4734.36
7 - 10,7,10,4,12,3500.0,4347.2,4347.2,3488.35,3500.0,512.5,512.5,208.61655,15.7,99.0,4734.36
7 - 10,7,10,4,13,2059.0,4217.3,4217.3,3287.7,5000.0,396.8,396.8,461.09793,16.6,216.0,4734.36
7 - 10,7,10,4,14,2638.0,4318.4,4318.4,3074.23,3000.0,428.5,428.5,394.8361,17.4,365.0,4734.36
7 - 10,7,10,4,15,3050.0,4206.3,4206.3,3045.18,3050.0,741.9,741.9,301.7521,18.6,535.0,4734.36
7 - 10,7,10,4,16,2886.02,4147.1,4147.1,2886.5,3029.74,740.4,740.4,171.02527,18.2,477.0,4734.36
7 - 10,7,10,4,17,3384.0,4320.2,4320.2,3375.91,3384.0,536.9,536.9,100.15842,17.7,330.0,4734.36
7 - 10,7,10,4,18,4000.0,4423.6,4423.6,4237.54,5600.0,602.6,602.6,14.378325,17.2,260.0,4734.36
7 - 10,7,10,4,19,4741.0,4178.5,4178.5,6496.3,9000.0,419.8,419.8,0.0,17.0,158.0,4734.36
7 - 10,7,10,4,20,6972.0,4318.2,4318.2,6923.98,6972.0,337.3,337.3,0.0,16.7,111.0,4734.36
7 - 10,7,10,4,21,7550.0,4163.3,4163.3,7484.37,7550.0,343.7,343.7,0.0,16.3,33.0,4734.36
7 - 10,7,10,4,22,7900.0,4195.6,4195.6,7903.41,5900.0,325.0,325.0,0.0,15.6,0.0,4734.36
7 - 10,7,10,4,23,7500.0,3863.8,3863.8,7514.69,7500.0,276.5,276.5,0.0,15.2,0.0,4734.36
7 - 10,7,10,4,24,5221.0,3266.5,3266.5,5272.8,5196.0,375.7,375.7,0.0,15.4,0.0,4734.36
7 - 11,7,11,5,1,5500.0,3314.8,3314.8,5479.76,5469.0,57.2,57.2,0.0,14.5,0.0,4235.17
7 - 11,7,11,5,2,4940.0,3071.9,3071.9,4937.74,4935.0,59.8,59.8,0.0,14.1,0.0,4235.17
7 - 11,7,11,5,3,4885.0,3108.8,3108.8,4839.42,4880.0,78.9,78.9,52.96411,13.4,0.0,4235.17
7 - 11,7,11,5,4,4660.0,3049.1,3049.1,4658.24,4655.0,83.3,83.3,200.06145,13.0,0.0,4235.17
7 - 11,7,11,5,5,4784.0,3074.7,3074.7,4757.86,4780.0,57.2,57.2,324.80655,12.6,0.0,4235.17
7 - 11,7,11,5,6,4845.0,3161.5,3161.5,4736.38,4748.1,60.1,60.1,408.42792,12.5,5.0,4235.17
7 - 11,7,11,5,7,5000.0,3499.4,3499.4,4989.74,5000.0,98.8,98.8,462.44302,13.6,74.0,4235.17
7 - 11,7,11,5,8,6000.0,4056.3,4056.3,5939.49,5997.0,61.8,61.8,501.2257,15.7,199.0,4235.17
7 - 11,7,11,5,9,5784.0,4380.8,4380.8,5734.91,5782.0,71.6,71.6,526.14655,16.8,336.0,4235.17
7 - 11,7,11,5,10,3000.0,4155.7,4155.7,2995.43,3000.0,328.2,328.2,532.0951,18.2,476.0,4235.17
7 - 11,7,11,5,11,2178.0,4090.6,4090.6,2178.27,2175.97,226.0,226.0,504.21875,19.0,645.0,4235.17
7 - 11,7,11,5,12,195.0,3891.8,3891.8,189.52,190.0,374.4,374.4,490.48257,20.3,664.0,4235.17
7 - 11,7,11,5,13,100.0,4043.2,4043.2,186.55,90.0,309.0,309.0,463.41412,20.9,700.0,4235.17
7 - 11,7,11,5,14,200.0,4083.5,4083.5,347.39,175.0,271.7,271.7,316.95715,22.0,784.0,4235.17
7 - 11,7,11,5,15,1178.0,3819.7,3819.7,1173.28,1177.99,336.1,336.1,284.92343,22.2,614.0,4235.17
7 - 11,7,11,5,16,1410.0,3791.9,3791.9,1401.9,1410.0,314.9,314.9,213.74191,22.0,560.0,4235.17
7 - 11,7,11,5,17,2555.0,3930.2,3930.2,2782.11,2699.0,503.5,503.5,118.343254,21.9,454.0,4235.17
7 - 11,7,11,5,18,4082.0,4203.1,4203.1,4909.25,5019.0,350.4,350.4,15.06549,22.4,449.0,4235.17
7 - 11,7,11,5,19,5327.0,4258.3,4258.3,6236.22,5327.0,496.2,496.2,0.0,21.8,267.0,4235.17
7 - 11,7,11,5,20,6750.0,4315.8,4315.8,7420.96,6750.0,440.9,440.9,0.0,20.7,140.0,4235.17
7 - 11,7,11,5,21,7500.0,4244.4,4244.4,7605.98,7500.0,278.5,278.5,0.0,19.8,48.0,4235.17
7 - 11,7,11,5,22,7977.0,4214.9,4214.9,7565.22,7540.1,114.4,114.4,0.0,18.2,1.0,4235.17
7 - 11,7,11,5,23,7080.0,3851.5,3851.5,7074.21,7079.99,198.6,198.6,0.0,17.1,0.0,4235.17
7 - 11,7,11,5,24,6000.0,3461.0,3461.0,6066.75,5999.99,263.9,263.9,0.0,14.7,0.0,4235.17
7 - 12,7,12,6,1,5593.8,3605.5,3605.5,5586.97,5593.79,83.6,83.6,0.0,14.6,0.0,4575.74
7 - 12,7,12,6,2,5600.0,3415.3,3415.3,5594.91,5599.93,108.2,108.2,0.0,13.6,0.0,4575.74
7 - 12,7,12,6,3,5592.1,3447.3,3447.3,5592.18,5592.03,103.1,103.1,51.059975,13.1,0.0,4575.74
7 - 12,7,12,6,4,5589.91,3298.5,3298.5,5589.59,5589.84,76.4,76.4,218.36255,12.6,0.0,4575.74
7 - 12,7,12,6,5,5592.42,3276.5,3276.5,5591.33,5592.34,63.4,63.4,324.70676,12.3,0.0,4575.74
7 - 12,7,12,6,6,4799.0,3139.9,3139.9,4803.75,4798.98,137.0,137.0,404.10257,12.6,4.0,4575.74
7 - 12,7,12,6,7,4953.0,3452.8,3452.8,4935.62,4952.98,113.3,113.3,449.95563,13.7,58.0,4575.74
7 - 12,7,12,6,8,5000.0,3824.8,3824.8,4972.33,4999.93,122.5,122.5,483.8156,15.5,119.0,4575.74
7 - 12,7,12,6,9,4400.0,4125.4,4125.4,4415.75,4400.0,186.7,186.7,511.105,16.8,293.0,4575.74
7 - 12,7,12,6,10,3000.0,3970.1,3970.1,3007.95,2999.99,174.4,174.4,504.18317,18.9,474.0,4575.74
7 - 12,7,12,6,11,1990.0,3819.9,3819.9,2010.18,1990.0,348.9,348.9,507.2727,20.4,631.0,4575.74
7 - 12,7,12,6,12,2920.0,4299.3,4299.3,2877.06,2919.99,127.7,127.7,407.06702,21.9,665.0,4575.74
7 - 12,7,12,6,13,1799.0,4232.1,4232.1,1704.58,899.5,163.2,163.2,243.80797,22.7,715.0,4575.74
7 - 12,7,12,6,14,1820.0,4224.7,4224.7,1752.85,1819.98,152.9,152.9,381.03125,23.0,703.0,4575.74
7 - 12,7,12,6,15,2920.0,3957.2,3957.2,2850.98,2918.99,144.6,144.6,289.61694,22.3,484.0,4575.74
7 - 12,7,12,6,16,2920.0,3893.6,3893.6,2822.7,2800.0,149.3,149.3,260.60876,22.0,369.0,4575.74
7 - 12,7,12,6,17,2554.0,3912.5,3912.5,2487.19,2553.99,180.5,180.5,156.35841,18.9,244.0,4575.74
7 - 12,7,12,6,18,3450.0,3941.7,3941.7,3451.57,3440.0,212.1,212.1,23.967224,21.4,360.0,4575.74
7 - 12,7,12,6,19,4800.0,3924.4,3924.4,4928.41,6896.98,127.4,127.4,0.0,21.3,323.0,4575.74
7 - 12,7,12,6,20,6250.0,4043.2,4043.2,6044.16,5000.0,95.1,95.1,0.0,20.8,174.0,4575.74
7 - 12,7,12,6,21,7213.0,4099.0,4099.0,6756.56,5797.98,90.4,90.4,0.0,19.6,49.0,4575.74
7 - 12,7,12,6,22,7500.0,4317.2,4317.2,6518.78,1001.0,91.5,91.5,0.0,18.4,1.0,4575.74
7 - 12,7,12,6,23,7500.0,4097.2,4097.2,7155.35,7172.0,209.6,209.6,0.0,17.7,0.0,4575.74
7 - 12,7,12,6,24,6893.91,3742.7,3742.7,6760.72,6886.1,209.9,209.9,0.0,15.6,0.0,4575.74
7 - 13,7,13,7,1,5600.0,3244.3,3244.3,5599.97,5600.0,362.5,362.5,0.0,15.8,0.0,4501.57
7 - 13,7,13,7,2,5583.08,3235.9,3235.9,5583.52,5600.0,113.3,113.3,0.0,15.2,0.0,4501.57
7 - 13,7,13,7,3,5587.49,3260.4,3260.4,5587.03,5587.49,98.0,98.0,53.637882,14.2,0.0,4501.57
7 - 13,7,13,7,4,5500.0,3115.4,3115.4,5500.68,5499.98,143.5,143.5,218.18752,13.4,0.0,4501.57
7 - 13,7,13,7,5,5585.09,3127.3,3127.3,5583.62,5585.07,107.7,107.7,326.65582,12.6,0.0,4501.57
7 - 13,7,13,7,6,5270.0,3182.0,3182.0,5270.81,5269.99,180.8,180.8,404.6865,12.0,5.0,4501.57
7 - 13,7,13,7,7,4648.0,3307.4,3307.4,4649.44,4647.99,176.4,176.4,461.5757,12.7,68.0,4501.57
7 - 13,7,13,7,8,4400.0,3663.3,3663.3,4390.12,4399.99,136.6,136.6,499.3927,15.9,200.0,4501.57
7 - 13,7,13,7,9,3480.0,3521.5,3521.5,3481.55,3479.5,184.3,184.3,514.0143,18.2,369.0,4501.57
7 - 13,7,13,7,10,2999.0,3542.6,3542.6,3003.47,2998.8,216.6,216.6,460.314,20.5,532.0,4501.57
7 - 13,7,13,7,11,1150.0,3549.8,3549.8,1143.45,1149.4,169.7,169.7,501.1728,22.5,675.0,4501.57
7 - 13,7,13,7,12,3689.0,3900.2,3900.2,3679.54,3688.4,78.3,78.3,443.87314,25.1,780.0,4501.57
7 - 13,7,13,7,13,3689.0,3842.3,3842.3,3599.39,3684.0,95.2,95.2,454.23575,26.3,830.0,4501.57
7 - 13,7,13,7,14,3689.0,3821.9,3821.9,3580.98,3678.99,88.8,88.8,397.63773,27.3,715.0,4501.57
7 - 13,7,13,7,15,3689.0,3614.9,3614.9,3605.4,3688.0,83.2,83.2,307.36136,27.6,601.0,4501.57
7 - 13,7,13,7,16,2850.0,3590.9,3590.9,2847.05,2849.99,91.0,91.0,236.46936,28.0,716.0,4501.57
7 - 13,7,13,7,17,1378.0,3511.8,3511.8,1309.97,1378.0,178.3,178.3,154.17381,27.7,600.0,4501.57
7 - 13,7,13,7,18,2056.0,3662.2,3662.2,1991.59,2056.0,260.0,260.0,21.52865,27.9,470.0,4501.57
7 - 13,7,13,7,19,4000.0,3888.6,3888.6,3930.82,3999.99,243.4,243.4,0.0,27.3,333.0,4501.57
7 - 13,7,13,7,20,6000.0,4061.4,4061.4,5929.66,5987.99,169.2,169.2,0.0,25.8,175.0,4501.57
7 - 13,7,13,7,21,6500.0,3917.2,3917.2,6172.44,6499.99,226.7,226.7,0.0,23.5,49.0,4501.57
7 - 13,7,13,7,22,7312.0,4105.6,4105.6,6886.58,6846.0,151.3,151.3,0.0,21.7,0.0,4501.57
7 - 13,7,13,7,23,6500.0,3783.9,3783.9,6764.62,6510.0,279.6,279.6,0.0,20.5,0.0,4501.57
7 - 13,7,13,7,24,6877.0,3487.4,3487.4,6677.43,6524.97,93.6,93.6,0.0,16.5,0.0,4501.57
7 - 14,7,14,1,1,5500.0,3138.3,3138.3,5477.18,5500.0,42.2,42.2,0.0,18.0,0.0,5903.19
7 - 14,7,14,1,2,5000.0,3059.4,3059.4,4988.65,4997.0,79.1,79.1,0.0,17.2,0.0,5903.19
7 - 14,7,14,1,3,5252.0,3148.9,3148.9,5210.73,5251.0,112.4,112.4,56.549263,16.2,0.0,5903.19
7 - 14,7,14,1,4,5054.0,3052.3,3052.3,5007.52,5051.0,106.8,106.8,206.57523,15.5,0.0,5903.19
7 - 14,7,14,1,5,5004.0,3025.4,3025.4,4933.53,5001.0,83.2,83.2,295.53555,14.7,0.0,5903.19
7 - 14,7,14,1,6,5023.0,3158.2,3158.2,4962.02,5017.0,178.1,178.1,399.13617,14.4,4.0,5903.19
7 - 14,7,14,1,7,5590.22,3708.3,3708.3,5590.67,5590.22,253.1,253.1,418.5967,15.1,58.0,5903.19
7 - 14,7,14,1,8,6889.11,4188.4,4188.4,6315.61,6702.0,100.8,100.8,454.57535,18.2,170.0,5903.19
7 - 14,7,14,1,9,6565.0,4275.9,4275.9,5969.35,4990.0,70.6,70.6,503.29828,18.5,215.0,5903.19
7 - 14,7,14,1,10,5570.0,4356.4,4356.4,5106.9,4750.0,75.6,75.6,528.17523,21.0,369.0,5903.19
7 - 14,7,14,1,11,3700.0,4191.8,4191.8,3687.93,3700.0,165.1,165.1,482.4391,23.2,501.0,5903.19
7 - 14,7,14,1,12,3000.0,4397.7,4397.7,2988.38,2992.99,125.7,125.7,437.1766,24.6,620.0,5903.19
7 - 14,7,14,1,13,2799.0,4329.9,4329.9,2790.26,2798.93,147.9,147.9,363.12335,26.3,659.0,5903.19
7 - 14,7,14,1,14,2799.0,4431.4,4431.4,2779.08,2798.9,139.1,139.1,336.46625,27.7,644.0,5903.19
7 - 14,7,14,1,15,3199.0,4238.0,4238.0,3173.5,3199.0,287.8,287.8,295.4329,27.7,597.0,5903.19
7 - 14,7,14,1,16,3820.0,4332.0,4332.0,3544.86,3817.77,300.2,300.2,241.13983,27.9,605.0,5903.19
7 - 14,7,14,1,17,4823.0,4437.6,4437.6,4353.39,4820.77,321.3,321.3,129.15442,27.4,499.0,5903.19
7 - 14,7,14,1,18,7500.0,4674.3,4674.3,6576.38,6586.0,133.2,133.2,17.116804,27.4,412.0,5903.19
7 - 14,7,14,1,19,8891.27,4912.8,4912.8,7916.55,8320.0,129.9,129.9,0.0,26.8,294.0,5903.19
7 - 14,7,14,1,20,9000.0,4832.1,4832.1,8222.17,4500.0,134.3,134.3,0.0,25.4,160.0,5903.19
7 - 14,7,14,1,21,9000.0,4648.4,4648.4,8988.69,8999.9,468.8,468.8,0.0,23.9,45.0,5903.19
7 - 14,7,14,1,22,9000.0,4827.2,4827.2,8986.82,8999.99,367.4,367.4,0.0,21.8,0.0,5903.19
7 - 14,7,14,1,23,9000.0,4549.7,4549.7,8961.65,8999.99,360.5,360.5,0.0,19.8,0.0,5903.19
7 - 14,7,14,1,24,6900.0,3771.9,3771.9,6808.3,6899.99,202.5,202.5,0.0,18.9,0.0,5903.19
7 - 15,7,15,2,1,5590.36,3270.2,3270.2,5593.56,5590.36,151.6,151.6,0.0,19.0,0.0,5487.27
7 - 15,7,15,2,2,5584.79,3080.5,3080.5,5584.35,5584.78,171.4,171.4,0.0,19.0,0.0,5487.27
7 - 15,7,15,2,3,5470.0,3166.0,3166.0,5467.09,5469.9,199.2,199.2,19.687872,18.0,0.0,5487.27
7 - 15,7,15,2,4,5370.0,3029.7,3029.7,5345.09,5369.9,162.8,162.8,183.93555,17.4,0.0,5487.27
7 - 15,7,15,2,5,4965.0,2925.9,2925.9,4947.43,4964.9,169.7,169.7,274.9359,16.9,0.0,5487.27
7 - 15,7,15,2,6,4950.0,3095.9,3095.9,4933.87,4949.9,184.9,184.9,385.9482,16.4,5.0,5487.27
7 - 15,7,15,2,7,5126.0,3499.9,3499.9,5102.18,5125.9,218.7,218.7,426.22055,17.6,72.0,5487.27
7 - 15,7,15,2,8,6062.0,4107.3,4107.3,5957.29,6061.89,170.2,170.2,463.77502,20.1,204.0,5487.27
7 - 15,7,15,2,9,5890.0,4113.7,4113.7,5921.38,5890.0,409.9,409.9,510.71573,21.2,358.0,5487.27
7 - 15,7,15,2,10,5380.0,4317.6,4317.6,5393.2,5499.99,283.9,283.9,498.00485,22.6,502.0,5487.27
7 - 15,7,15,2,11,3840.0,4159.8,4159.8,3835.07,3840.0,328.8,328.8,488.78635,24.0,603.0,5487.27
7 - 15,7,15,2,12,3689.0,4349.3,4349.3,3677.06,3658.98,241.7,241.7,456.9127,26.2,733.0,5487.27
7 - 15,7,15,2,13,2500.0,4362.7,4362.7,2495.16,2500.0,212.2,212.2,374.02518,27.4,777.0,5487.27
7 - 15,7,15,2,14,3048.0,4439.7,4439.7,3042.84,3048.0,218.3,218.3,380.9682,27.9,760.0,5487.27
7 - 15,7,15,2,15,2990.0,4116.9,4116.9,2952.62,2990.0,509.7,509.7,282.2135,28.4,705.0,5487.27
7 - 15,7,15,2,16,2888.0,4165.6,4165.6,2893.72,2888.05,529.2,529.2,194.43866,27.9,571.0,5487.27
7 - 15,7,15,2,17,3944.0,4262.1,4262.1,3984.54,4440.0,673.0,673.0,108.64971,27.4,407.0,5487.27
7 - 15,7,15,2,18,5626.0,4398.3,4398.3,5639.77,5626.0,369.4,369.4,13.21114,27.6,327.0,5487.27
7 - 15,7,15,2,19,6799.0,4465.2,4465.2,6735.38,6799.0,461.0,461.0,0.0,26.9,244.0,5487.27
7 - 15,7,15,2,20,7900.0,4312.6,4312.6,8017.76,7900.0,474.6,474.6,0.0,25.2,107.0,5487.27
7 - 15,7,15,2,21,8850.0,4584.7,4584.7,8833.13,8850.0,467.3,467.3,0.0,23.3,29.0,5487.27
7 - 15,7,15,2,22,9000.0,4796.3,4796.3,8993.49,9000.0,613.0,613.0,0.0,21.5,0.0,5487.27
7 - 15,7,15,2,23,8887.28,4175.9,4175.9,8784.15,8887.3,475.1,475.1,0.0,20.1,0.0,5487.27
7 - 15,7,15,2,24,6488.0,3557.4,3557.4,6460.16,6900.0,390.0,390.0,0.0,18.9,0.0,5487.27
7 - 16,7,16,3,1,5030.0,3121.6,3121.6,4981.73,5029.97,262.0,262.0,0.0,18.3,0.0,5373.24
7 - 16,7,16,3,2,5140.0,3046.6,3046.6,5110.79,5139.99,231.2,231.2,0.0,17.8,0.0,5373.24
7 - 16,7,16,3,3,4900.0,3108.2,3108.2,4854.38,4899.99,251.2,251.2,15.471434,17.7,0.0,5373.24
7 - 16,7,16,3,4,4546.0,2944.7,2944.7,4491.56,4545.99,213.6,213.6,177.90575,17.2,0.0,5373.24
7 - 16,7,16,3,5,4460.0,2944.2,2944.2,4314.93,4459.99,253.8,253.8,203.50812,17.0,0.0,5373.24
7 - 16,7,16,3,6,4208.0,3040.9,3040.9,4189.94,4208.0,392.4,392.4,346.24277,17.0,3.0,5373.24
7 - 16,7,16,3,7,4870.0,3482.8,3482.8,4691.22,4870.0,309.4,309.4,434.7287,17.5,56.0,5373.24
7 - 16,7,16,3,8,5456.0,4078.1,4078.1,5462.64,5400.0,522.6,522.6,487.91165,19.0,129.0,5373.24
7 - 16,7,16,3,9,5790.0,4209.5,4209.5,5786.34,5790.0,421.1,421.1,429.73047,19.9,247.0,5373.24
7 - 16,7,16,3,10,5585.0,4334.9,4334.9,5613.84,5583.9,375.4,375.4,256.08026,20.5,257.0,5373.24
7 - 16,7,16,3,11,3450.0,4314.9,4314.9,3442.66,3450.0,298.0,298.0,465.41766,21.3,388.0,5373.24
7 - 16,7,16,3,12,4191.0,4505.5,4505.5,4187.6,4191.0,348.5,348.5,490.01617,20.4,316.0,5373.24
7 - 16,7,16,3,13,4220.0,4493.5,4493.5,4218.66,4219.0,410.6,410.6,373.00928,21.1,330.0,5373.24
7 - 16,7,16,3,14,3850.0,4600.3,4600.3,3864.19,3851.0,620.2,620.2,290.61746,21.8,429.0,5373.24
7 - 16,7,16,3,15,3788.0,4382.8,4382.8,3912.71,3788.0,472.0,472.0,272.3009,21.4,480.0,5373.24
7 - 16,7,16,3,16,3900.0,4367.9,4367.9,4022.24,3900.0,404.0,404.0,129.37903,20.5,343.0,5373.24
7 - 16,7,16,3,17,5300.0,4415.7,4415.7,5319.63,5300.0,700.3,700.3,81.814926,19.7,200.0,5373.24
7 - 16,7,16,3,18,5625.0,4509.5,4509.5,5715.07,5625.0,730.4,730.4,6.822472,20.6,275.0,5373.24
7 - 16,7,16,3,19,6119.0,4538.8,4538.8,6001.6,6113.0,283.8,283.8,0.0,20.5,216.0,5373.24
7 - 16,7,16,3,20,6999.0,4392.8,4392.8,6893.79,6999.0,312.4,312.4,0.0,19.9,103.0,5373.24
7 - 16,7,16,3,21,8500.0,4442.3,4442.3,8117.64,8121.0,240.4,240.4,0.0,19.0,30.0,5373.24
7 - 16,7,16,3,22,8874.57,4546.5,4546.5,8508.48,7502.0,316.0,316.0,0.0,18.0,0.0,5373.24
7 - 16,7,16,3,23,7818.0,4056.8,4056.8,7825.41,7900.0,433.4,433.4,0.0,17.5,0.0,5373.24
7 - 16,7,16,3,24,5030.0,3507.8,3507.8,5099.7,5030.0,432.4,432.4,0.0,19.2,0.0,5373.24
7 - 17,7,17,4,1,5030.0,3134.9,3134.9,4772.43,2515.0,58.9,58.9,0.0,16.2,0.0,5344.41
7 - 17,7,17,4,2,4900.0,3033.0,3033.0,4654.55,1960.0,72.4,72.4,0.0,15.8,0.0,5344.41
7 - 17,7,17,4,3,4950.0,3105.3,3105.3,4846.13,4899.0,141.6,141.6,16.26693,15.5,0.0,5344.41
7 - 17,7,17,4,4,4500.0,2975.7,2975.7,4434.6,4499.93,180.0,180.0,176.03522,15.5,0.0,5344.41
7 - 17,7,17,4,5,4500.0,2962.0,2962.0,4465.96,4499.93,180.3,180.3,274.62,15.1,0.0,5344.41
7 - 17,7,17,4,6,3970.0,2969.3,2969.3,4164.76,3970.0,154.0,154.0,353.47168,14.4,4.0,5344.41
7 - 17,7,17,4,7,4955.0,3406.6,3406.6,4979.27,4955.0,198.6,198.6,429.74652,15.0,63.0,5344.41
7 - 17,7,17,4,8,5841.0,3963.7,3963.7,5875.36,5841.0,314.4,314.4,482.24094,17.4,176.0,5344.41
7 - 17,7,17,4,9,6024.0,4214.9,4214.9,6150.79,6022.98,265.8,265.8,515.7167,18.6,338.0,5344.41
7 - 17,7,17,4,10,5600.0,4219.1,4219.1,5537.12,5589.99,129.6,129.6,514.04663,20.1,522.0,5344.41
7 - 17,7,17,4,11,5001.0,4178.0,4178.0,4994.15,5001.0,275.1,275.1,498.73743,21.2,604.0,5344.41
7 - 17,7,17,4,12,4555.0,4349.0,4349.0,4518.82,4533.8,276.6,276.6,469.12976,22.8,645.0,5344.41
7 - 17,7,17,4,13,3970.0,4272.6,4272.6,3969.17,3960.99,293.5,293.5,429.4341,23.9,764.0,5344.41
7 - 17,7,17,4,14,3670.0,4322.8,4322.8,3831.98,1835.0,352.4,352.4,358.3943,24.8,724.0,5344.41
7 - 17,7,17,4,15,3183.0,4102.6,4102.6,3421.08,3178.0,297.5,297.5,250.10474,24.9,601.0,5344.41
7 - 17,7,17,4,16,3750.0,4284.0,4284.0,3328.06,2000.0,154.7,154.7,140.22545,25.2,523.0,5344.41
7 - 17,7,17,4,17,4345.0,4180.9,4180.9,3941.3,3299.88,151.5,151.5,41.347805,24.8,407.0,5344.41
7 - 17,7,17,4,18,4899.0,4140.8,4140.8,5238.03,1959.6,436.5,436.5,1.9090077,24.3,252.0,5344.41
7 - 17,7,17,4,19,5030.0,4279.4,4279.4,5482.68,5030.0,470.2,470.2,0.0,23.0,138.0,5344.41
7 - 17,7,17,4,20,6649.0,4462.9,4462.9,6516.94,6649.0,226.0,226.0,0.0,20.5,66.0,5344.41
7 - 17,7,17,4,21,7570.0,4285.3,4285.3,7467.08,7570.0,206.8,206.8,0.0,19.1,18.0,5344.41
7 - 17,7,17,4,22,8700.0,4544.5,4544.5,8152.72,8649.98,210.1,210.1,0.0,18.4,0.0,5344.41
7 - 17,7,17,4,23,8444.0,4144.4,4144.4,7910.84,8287.0,177.5,177.5,0.0,17.2,0.0,5344.41
7 - 17,7,17,4,24,6881.78,3680.2,3680.2,6351.97,6606.5,216.7,216.7,0.0,16.8,0.0,5344.41
