,Date,Month,Day,Day_of_week,Hour,Price,Last_Price,Vol_Sale,Vol_Buy
410,1 - 18,1,18,6,3,2477.7,2486.27,90.6,90.6
411,1 - 18,1,18,6,4,2477.89,2486.27,82.2,82.2
412,1 - 18,1,18,6,5,2479.41,2486.27,93.8,93.8
413,1 - 18,1,18,6,6,2671.4,2674.27,122.7,122.7
414,1 - 18,1,18,6,7,2872.48,2886.27,102.2,102.2
415,1 - 18,1,18,6,8,5170.7,5179.94,191.9,191.9
416,1 - 18,1,18,6,9,5698.91,5699.99,229.0,229.0
417,1 - 18,1,18,6,10,6832.24,6849.9,111.8,111.8
418,1 - 18,1,18,6,11,6812.36,6760.95,102.3,102.3
419,1 - 18,1,18,6,12,5544.06,5600.0,157.4,157.4
420,1 - 18,1,18,6,13,5086.81,5100.0,197.5,197.5
421,1 - 18,1,18,6,14,5091.29,5100.0,231.3,231.3
422,1 - 18,1,18,6,15,5093.66,5100.0,280.5,280.5
423,1 - 18,1,18,6,16,5491.98,5001.09,296.0,296.0
424,1 - 18,1,18,6,17,5550.97,5565.54,289.6,289.6
425,1 - 18,1,18,6,18,8179.88,8200.0,355.7,355.7
426,1 - 18,1,18,6,19,7909.5,7895.0,421.6,421.6
427,1 - 18,1,18,6,20,7619.7,7620.0,388.4,388.4
428,1 - 18,1,18,6,21,8117.18,8110.0,99.1,99.1
429,1 - 18,1,18,6,22,8927.22,8895.0,87.2,87.2
430,1 - 18,1,18,6,23,7260.65,7296.27,119.8,119.8
431,1 - 18,1,18,6,24,6836.94,6877.59,114.5,114.5
432,1 - 19,1,19,7,1,3858.65,3863.27,80.0,80.0
433,1 - 19,1,19,7,2,3488.84,3495.27,93.2,93.2
434,1 - 19,1,19,7,3,3291.55,3299.9,76.6,76.6
435,1 - 19,1,19,7,4,2879.58,2885.25,77.9,77.9
436,1 - 19,1,19,7,5,2881.03,2885.2,96.9,96.9
437,1 - 19,1,19,7,6,3292.13,3299.96,94.2,94.2
438,1 - 19,1,19,7,7,3296.2,3299.96,180.6,180.6
439,1 - 19,1,19,7,8,5176.0,5179.96,131.7,131.7
440,1 - 19,1,19,7,9,6096.17,6095.0,135.8,135.8
441,1 - 19,1,19,7,10,6492.84,6495.27,159.5,159.5
442,1 - 19,1,19,7,11,5178.41,5179.97,246.8,246.8
443,1 - 19,1,19,7,12,3993.99,4000.0,257.3,257.3
444,1 - 19,1,19,7,13,2886.41,2889.99,303.0,303.0
445,1 - 19,1,19,7,14,2829.45,2840.0,346.0,346.0
446,1 - 19,1,19,7,15,3877.9,2334.0,275.1,275.1
447,1 - 19,1,19,7,16,4961.77,4900.0,209.4,209.4
448,1 - 19,1,19,7,17,5402.08,5400.0,270.0,270.0
449,1 - 19,1,19,7,18,8688.55,8700.0,162.4,162.4
450,1 - 19,1,19,7,19,8436.98,8445.27,115.8,115.8
451,1 - 19,1,19,7,20,8510.62,8595.27,115.1,115.1
452,1 - 19,1,19,7,21,8632.76,8601.0,83.5,83.5
453,1 - 19,1,19,7,22,8926.77,8988.7,96.2,96.2
454,1 - 19,1,19,7,23,8889.53,8888.87,113.6,113.6
455,1 - 19,1,19,7,24,6828.66,6872.1,106.7,106.7
456,1 - 20,1,20,1,1,3485.29,3499.73,64.3,64.3
457,1 - 20,1,20,1,2,2859.85,1878.5,93.6,93.6
458,1 - 20,1,20,1,3,2867.57,2880.0,95.8,95.8
459,1 - 20,1,20,1,4,2671.47,2677.73,122.1,122.1
460,1 - 20,1,20,1,5,2670.43,2677.73,103.3,103.3
461,1 - 20,1,20,1,6,2982.22,2999.98,90.6,90.6
462,1 - 20,1,20,1,7,4304.67,4307.98,97.7,97.7
463,1 - 20,1,20,1,8,6856.47,6876.12,124.5,124.5
464,1 - 20,1,20,1,9,6868.59,6871.4,186.1,186.1
465,1 - 20,1,20,1,10,6847.07,6850.0,181.0,181.0
466,1 - 20,1,20,1,11,4672.39,4680.0,209.7,209.7
467,1 - 20,1,20,1,12,3091.44,3099.0,228.4,228.4
468,1 - 20,1,20,1,13,2497.19,2499.0,322.8,322.8
469,1 - 20,1,20,1,14,2848.65,2833.0,343.9,343.9
470,1 - 20,1,20,1,15,4499.94,4451.0,341.8,341.8
471,1 - 20,1,20,1,16,5498.54,5400.0,301.9,301.9
472,1 - 20,1,20,1,17,5599.41,5600.0,302.0,302.0
473,1 - 20,1,20,1,18,8999.69,9000.0,329.3,329.3
474,1 - 20,1,20,1,19,8991.5,8991.87,276.1,276.1
475,1 - 20,1,20,1,20,8991.08,8991.6,293.3,293.3
476,1 - 20,1,20,1,21,8897.74,8899.94,350.1,350.1
477,1 - 20,1,20,1,22,8895.93,8800.0,322.4,322.4
478,1 - 20,1,20,1,23,7286.43,7299.99,316.4,316.4
479,1 - 20,1,20,1,24,6861.32,6850.0,262.5,262.5
480,1 - 21,1,21,2,1,3782.47,3796.33,73.0,73.0
481,1 - 21,1,21,2,2,2994.24,2961.0,109.6,109.6
482,1 - 21,1,21,2,3,2881.1,2851.0,113.8,113.8
483,1 - 21,1,21,2,4,2669.84,2633.0,113.5,113.5
484,1 - 21,1,21,2,5,2668.4,2674.33,106.4,106.4
485,1 - 21,1,21,2,6,2994.2,2955.0,120.1,120.1
486,1 - 21,1,21,2,7,4302.49,4304.0,95.5,95.5
487,1 - 21,1,21,2,8,6778.68,4110.0,113.8,113.8
488,1 - 21,1,21,2,9,6889.15,6770.0,278.8,278.8
489,1 - 21,1,21,2,10,6899.85,6899.98,574.1,574.1
490,1 - 21,1,21,2,11,6893.86,6900.0,454.3,454.3
491,1 - 21,1,21,2,12,5593.05,5500.0,478.3,478.3
492,1 - 21,1,21,2,13,5572.61,5597.99,299.7,299.7
493,1 - 21,1,21,2,14,5577.38,5599.91,366.8,366.8
494,1 - 21,1,21,2,15,5579.38,5600.0,477.2,477.2
495,1 - 21,1,21,2,16,5574.49,5500.0,345.3,345.3
496,1 - 21,1,21,2,17,5584.88,5500.0,375.6,375.6
497,1 - 21,1,21,2,18,8986.64,8995.0,392.5,392.5
498,1 - 21,1,21,2,19,8984.47,8999.0,250.2,250.2
499,1 - 21,1,21,2,20,8980.76,8988.97,245.0,245.0
500,1 - 21,1,21,2,21,8933.02,8969.44,179.6,179.6
501,1 - 21,1,21,2,22,8792.71,8865.0,108.8,108.8
502,1 - 21,1,21,2,23,7643.4,7650.5,95.5,95.5
503,1 - 21,1,21,2,24,6770.01,6788.87,123.9,123.9
504,1 - 22,1,22,3,1,3293.66,3299.96,178.1,178.1
505,1 - 22,1,22,3,2,2885.61,2889.97,222.1,222.1
506,1 - 22,1,22,3,3,1993.54,1999.97,260.9,260.9
507,1 - 22,1,22,3,4,1993.05,1999.95,257.8,257.8
508,1 - 22,1,22,3,5,1994.87,1999.95,260.6,260.6
509,1 - 22,1,22,3,6,2885.33,2889.99,245.1,245.1
510,1 - 22,1,22,3,7,3994.16,3999.97,186.2,186.2
511,1 - 22,1,22,3,8,6298.07,6299.95,165.6,165.6
512,1 - 22,1,22,3,9,6899.0,6900.0,133.7,133.7
513,1 - 22,1,22,3,10,6899.97,6900.0,510.9,510.9
514,1 - 22,1,22,3,11,6899.98,6900.0,779.1,779.1
515,1 - 22,1,22,3,12,5600.0,5600.0,1107.8,1107.8
516,1 - 22,1,22,3,13,5600.0,5600.0,880.8,880.8
517,1 - 22,1,22,3,14,5600.0,5600.0,1024.5,1024.5
518,1 - 22,1,22,3,15,5600.0,5600.0,857.9,857.9
519,1 - 22,1,22,3,16,5597.7,5600.0,496.8,496.8
520,1 - 22,1,22,3,17,5597.55,3640.0,278.3,278.3
521,1 - 22,1,22,3,18,8997.79,9000.0,278.2,278.2
522,1 - 22,1,22,3,19,8991.04,8951.0,272.5,272.5
523,1 - 22,1,22,3,20,8967.41,8970.0,274.3,274.3
524,1 - 22,1,22,3,21,8688.77,8700.0,253.1,253.1
525,1 - 22,1,22,3,22,8589.82,8599.99,272.8,272.8
526,1 - 22,1,22,3,23,7692.0,7699.99,248.6,248.6
527,1 - 22,1,22,3,24,5959.56,3000.0,180.0,180.0
528,1 - 23,1,23,4,1,3856.25,3867.87,57.6,57.6
529,1 - 23,1,23,4,2,3791.13,3799.87,139.7,139.7
530,1 - 23,1,23,4,3,3789.1,3700.1,141.8,141.8
531,1 - 23,1,23,4,4,3282.74,3233.67,147.0,147.0
532,1 - 23,1,23,4,5,3469.07,3425.0,144.7,144.7
533,1 - 23,1,23,4,6,3863.83,3830.0,159.0,159.0
534,1 - 23,1,23,4,7,4305.67,4265.0,107.2,107.2
535,1 - 23,1,23,4,8,6649.57,6647.0,165.1,165.1
536,1 - 23,1,23,4,9,6899.25,6894.99,125.3,125.3
537,1 - 23,1,23,4,10,6899.87,6899.98,300.5,300.5
538,1 - 23,1,23,4,11,6890.87,6898.0,224.9,224.9
539,1 - 23,1,23,4,12,5592.1,5400.0,388.5,388.5
540,1 - 23,1,23,4,13,5568.93,5548.99,215.3,215.3
541,1 - 23,1,23,4,14,5588.22,5596.97,212.0,212.0
542,1 - 23,1,23,4,15,5589.54,5596.0,178.7,178.7
543,1 - 23,1,23,4,16,5591.26,5599.96,293.8,293.8
544,1 - 23,1,23,4,17,5591.07,5598.98,218.9,218.9
545,1 - 23,1,23,4,18,8961.02,8899.99,326.7,326.7
546,1 - 23,1,23,4,19,8966.28,8968.99,312.3,312.3
547,1 - 23,1,23,4,20,8986.12,8980.0,331.6,331.6
548,1 - 23,1,23,4,21,8895.89,8895.0,356.6,356.6
549,1 - 23,1,23,4,22,8690.14,8699.95,392.6,392.6
550,1 - 23,1,23,4,23,8082.48,8099.95,229.4,229.4
551,1 - 23,1,23,4,24,6843.3,6849.9,193.6,193.6
552,1 - 24,1,24,5,1,4267.05,4279.96,121.6,121.6
553,1 - 24,1,24,5,2,3298.72,3300.0,161.4,161.4
554,1 - 24,1,24,5,3,2874.8,2889.99,168.9,168.9
555,1 - 24,1,24,5,4,2871.37,2886.27,156.6,156.6
556,1 - 24,1,24,5,5,2862.11,2889.99,162.6,162.6
557,1 - 24,1,24,5,6,3594.29,3599.99,144.9,144.9
558,1 - 24,1,24,5,7,4743.16,4744.93,138.0,138.0
559,1 - 24,1,24,5,8,6648.09,6649.98,175.2,175.2
560,1 - 24,1,24,5,9,6899.19,6899.96,190.7,190.7
561,1 - 24,1,24,5,10,6899.26,6899.98,210.4,210.4
562,1 - 24,1,24,5,11,6899.79,6900.0,323.3,323.3
563,1 - 24,1,24,5,12,5600.0,5599.99,514.5,514.5
564,1 - 24,1,24,5,13,5599.35,5552.0,361.9,361.9
565,1 - 24,1,24,5,14,5596.36,5000.0,402.3,402.3
566,1 - 24,1,24,5,15,5599.31,5585.0,448.0,448.0
567,1 - 24,1,24,5,16,5590.33,5570.0,255.9,255.9
568,1 - 24,1,24,5,17,5590.92,5595.0,217.5,217.5
569,1 - 24,1,24,5,18,8980.34,8979.98,392.4,392.4
570,1 - 24,1,24,5,19,8907.33,8899.95,426.4,426.4
571,1 - 24,1,24,5,20,8945.49,8930.0,375.0,375.0
572,1 - 24,1,24,5,21,8857.07,8750.0,433.8,433.8
573,1 - 24,1,24,5,22,8596.4,8597.99,380.4,380.4
574,1 - 24,1,24,5,23,7528.3,7499.99,241.7,241.7
575,1 - 24,1,24,5,24,6438.65,6448.84,226.1,226.1
576,1 - 25,1,25,6,1,5158.01,5179.96,83.8,83.8
577,1 - 25,1,25,6,2,4261.83,4200.0,134.8,134.8
578,1 - 25,1,25,6,3,3774.71,1547.2,83.5,83.5
579,1 - 25,1,25,6,4,2814.02,1156.0,99.3,99.3
580,1 - 25,1,25,6,5,2778.48,1140.0,103.5,103.5
581,1 - 25,1,25,6,6,2883.58,2862.0,98.1,98.1
582,1 - 25,1,25,6,7,4270.7,4279.99,76.3,76.3
583,1 - 25,1,25,6,8,5855.42,5859.96,116.9,116.9
584,1 - 25,1,25,6,9,5367.9,5369.98,203.6,203.6
585,1 - 25,1,25,6,10,6236.21,6220.0,115.4,115.4
586,1 - 25,1,25,6,11,5573.48,5566.0,189.2,189.2
587,1 - 25,1,25,6,12,4767.35,4700.0,124.9,124.9
588,1 - 25,1,25,6,13,4287.98,4335.83,269.3,269.3
589,1 - 25,1,25,6,14,4220.12,4330.0,202.7,202.7
590,1 - 25,1,25,6,15,4406.53,4572.99,183.2,183.2
591,1 - 25,1,25,6,16,5078.22,5100.0,363.7,363.7
592,1 - 25,1,25,6,17,5556.99,5552.01,457.6,457.6
593,1 - 25,1,25,6,18,8837.11,8900.0,365.1,365.1
594,1 - 25,1,25,6,19,8854.7,8884.0,353.5,353.5
595,1 - 25,1,25,6,20,8835.38,8890.0,455.1,455.1
596,1 - 25,1,25,6,21,8891.99,8889.0,185.2,185.2
597,1 - 25,1,25,6,22,8969.41,8999.75,274.4,274.4
598,1 - 25,1,25,6,23,7373.15,7400.0,245.5,245.5
599,1 - 25,1,25,6,24,6786.1,6829.99,82.3,82.3
600,1 - 26,1,26,7,1,4272.28,4278.83,69.8,69.8
601,1 - 26,1,26,7,2,3093.46,3099.99,109.5,109.5
602,1 - 26,1,26,7,3,2675.45,2676.83,111.5,111.5
603,1 - 26,1,26,7,4,2497.31,2498.83,91.3,91.3
604,1 - 26,1,26,7,5,2497.3,2498.83,91.8,91.8
605,1 - 26,1,26,7,6,2675.61,2676.83,93.1,93.1
606,1 - 26,1,26,7,7,2992.11,2999.99,94.3,94.3
607,1 - 26,1,26,7,8,5376.45,5370.0,83.1,83.1
608,1 - 26,1,26,7,9,5279.75,5298.79,92.5,92.5
609,1 - 26,1,26,7,10,5996.67,5999.97,107.8,107.8
610,1 - 26,1,26,7,11,5374.61,5380.0,131.3,131.3
611,1 - 26,1,26,7,12,4797.34,4800.0,118.8,118.8
612,1 - 26,1,26,7,13,4334.91,4339.0,191.7,191.7
613,1 - 26,1,26,7,14,3870.82,3879.0,215.3,215.3
614,1 - 26,1,26,7,15,4332.53,4339.0,201.1,201.1
615,1 - 26,1,26,7,16,4628.02,4650.0,187.0,187.0
616,1 - 26,1,26,7,17,5186.31,5198.8,189.5,189.5
617,1 - 26,1,26,7,18,8792.13,8850.0,186.0,186.0
618,1 - 26,1,26,7,19,8829.07,8850.0,170.6,170.6
619,1 - 26,1,26,7,20,8962.52,8969.98,142.3,142.3
620,1 - 26,1,26,7,21,8889.88,8900.0,136.0,136.0
621,1 - 26,1,26,7,22,8971.28,8890.0,131.6,131.6
622,1 - 26,1,26,7,23,8271.28,8280.0,120.2,120.2
623,1 - 26,1,26,7,24,6733.28,6744.69,126.5,126.5
624,1 - 27,1,27,1,1,3263.02,3296.2,91.6,91.6
625,1 - 27,1,27,1,2,2654.22,2674.27,168.5,168.5
626,1 - 27,1,27,1,3,2092.95,2099.99,99.6,99.6
627,1 - 27,1,27,1,4,1988.16,1996.27,102.3,102.3
628,1 - 27,1,27,1,5,1992.17,1996.27,104.0,104.0
629,1 - 27,1,27,1,6,2444.9,2446.27,82.8,82.8
630,1 - 27,1,27,1,7,3782.74,3794.27,88.7,88.7
631,1 - 27,1,27,1,8,6649.87,6649.99,222.2,222.2
632,1 - 27,1,27,1,9,6899.64,6899.96,264.6,264.6
633,1 - 27,1,27,1,10,6844.83,6845.0,368.4,368.4
634,1 - 27,1,27,1,11,5299.78,5300.0,367.3,367.3
635,1 - 27,1,27,1,12,4499.16,4499.97,196.0,196.0
636,1 - 27,1,27,1,13,3667.15,3699.95,208.5,208.5
637,1 - 27,1,27,1,14,3685.26,3699.92,195.6,195.6
638,1 - 27,1,27,1,15,4336.29,4338.93,241.0,241.0
639,1 - 27,1,27,1,16,4977.25,4978.99,305.9,305.9
640,1 - 27,1,27,1,17,5398.53,5400.0,325.7,325.7
641,1 - 27,1,27,1,18,8698.5,8695.0,418.5,418.5
642,1 - 27,1,27,1,19,8793.83,8750.1,362.6,362.6
643,1 - 27,1,27,1,20,8878.59,8799.99,323.8,323.8
644,1 - 27,1,27,1,21,8690.62,8700.0,293.8,293.8
645,1 - 27,1,27,1,22,8680.74,8700.0,159.6,159.6
646,1 - 27,1,27,1,23,8582.74,8550.0,140.8,140.8
647,1 - 27,1,27,1,24,5990.97,5990.0,139.1,139.1
648,1 - 28,1,28,2,1,3887.61,3897.77,113.6,113.6
649,1 - 28,1,28,2,2,2669.77,2677.98,169.7,169.7
650,1 - 28,1,28,2,3,2454.0,2479.97,218.0,218.0
651,1 - 28,1,28,2,4,2450.45,992.0,170.7,170.7
652,1 - 28,1,28,2,5,2435.13,2100.0,178.8,178.8
653,1 - 28,1,28,2,6,2640.14,1071.2,157.8,157.8
654,1 - 28,1,28,2,7,4285.94,4100.0,152.7,152.7
655,1 - 28,1,28,2,8,6837.87,6875.48,116.4,116.4
656,1 - 28,1,28,2,9,6874.05,6900.0,221.8,221.8
657,1 - 28,1,28,2,10,6855.03,6797.0,126.6,126.6
658,1 - 28,1,28,2,11,6363.65,6379.0,73.6,73.6
659,1 - 28,1,28,2,12,5559.26,5562.95,184.8,184.8
660,1 - 28,1,28,2,13,4638.12,4647.77,237.4,237.4
661,1 - 28,1,28,2,14,4637.84,4647.77,206.5,206.5
662,1 - 28,1,28,2,15,5228.44,5231.99,188.5,188.5
663,1 - 28,1,28,2,16,5564.24,5568.93,173.3,173.3
664,1 - 28,1,28,2,17,5571.59,5598.0,156.9,156.9
665,1 - 28,1,28,2,18,8823.09,8722.0,127.2,127.2
666,1 - 28,1,28,2,19,8869.99,8899.97,131.5,131.5
667,1 - 28,1,28,2,20,8941.21,8987.53,92.5,92.5
668,1 - 28,1,28,2,21,8888.54,8899.96,98.1,98.1
669,1 - 28,1,28,2,22,8957.4,8900.0,129.4,129.4
670,1 - 28,1,28,2,23,8924.21,8850.0,123.9,123.9
671,1 - 28,1,28,2,24,6857.67,6876.89,134.6,134.6
672,1 - 29,1,29,3,1,3848.4,3866.87,88.9,88.9
673,1 - 29,1,29,3,2,3783.89,3798.87,107.7,107.7
674,1 - 29,1,29,3,3,2633.55,2658.85,143.9,143.9
675,1 - 29,1,29,3,4,2645.49,2651.99,140.9,140.9
676,1 - 29,1,29,3,5,2412.37,2426.83,149.1,149.1
677,1 - 29,1,29,3,6,2660.93,2676.87,142.8,142.8
678,1 - 29,1,29,3,7,4695.79,4699.9,123.6,123.6
679,1 - 29,1,29,3,8,6846.11,6849.9,127.4,127.4
680,1 - 29,1,29,3,9,6896.9,6899.9,253.4,253.4
681,1 - 29,1,29,3,10,6888.57,6860.0,143.5,143.5
682,1 - 29,1,29,3,11,6471.04,6471.97,128.3,128.3
683,1 - 29,1,29,3,12,5278.84,5287.99,201.5,201.5
684,1 - 29,1,29,3,13,4310.84,4319.98,290.2,290.2
685,1 - 29,1,29,3,14,4603.63,4642.86,179.9,179.9
686,1 - 29,1,29,3,15,4878.88,4953.89,123.2,123.2
687,1 - 29,1,29,3,16,5338.44,5300.0,108.0,108.0
688,1 - 29,1,29,3,17,5591.04,5599.0,214.7,214.7
689,1 - 29,1,29,3,18,8691.02,8699.99,317.0,317.0
690,1 - 29,1,29,3,19,8896.31,8899.99,266.9,266.9
691,1 - 29,1,29,3,20,8924.51,8990.0,239.1,239.1
692,1 - 29,1,29,3,21,8914.71,8969.97,229.7,229.7
693,1 - 29,1,29,3,22,8956.98,8999.96,144.5,144.5
694,1 - 29,1,29,3,23,8858.65,8899.87,116.5,116.5
695,1 - 29,1,29,3,24,6846.29,6894.98,120.6,120.6
696,1 - 30,1,30,4,1,4267.32,4276.27,69.8,69.8
697,1 - 30,1,30,4,2,3992.36,3999.98,174.0,174.0
698,1 - 30,1,30,4,3,3782.01,3794.27,142.7,142.7
699,1 - 30,1,30,4,4,2645.62,2649.99,182.3,182.3
700,1 - 30,1,30,4,5,2644.57,2649.96,172.1,172.1
701,1 - 30,1,30,4,6,3852.58,3864.27,115.9,115.9
702,1 - 30,1,30,4,7,5168.71,5179.97,82.7,82.7
703,1 - 30,1,30,4,8,6848.0,6859.9,149.8,149.8
704,1 - 30,1,30,4,9,6898.75,6899.01,187.2,187.2
705,1 - 30,1,30,4,10,6894.06,6900.0,195.2,195.2
706,1 - 30,1,30,4,11,6731.66,6747.0,231.8,231.8
707,1 - 30,1,30,4,12,5547.88,5554.87,177.1,177.1
708,1 - 30,1,30,4,13,4943.67,4905.0,95.9,95.9
709,1 - 30,1,30,4,14,4578.9,4549.99,148.6,148.6
710,1 - 30,1,30,4,15,4961.01,4895.0,147.8,147.8
711,1 - 30,1,30,4,16,5289.46,5270.0,193.7,193.7
712,1 - 30,1,30,4,17,5523.05,5548.97,105.3,105.3
713,1 - 30,1,30,4,18,6615.74,1000.0,88.2,88.2
714,1 - 30,1,30,4,19,7949.72,7390.0,84.2,84.2
715,1 - 30,1,30,4,20,8712.47,8866.88,98.7,98.7
716,1 - 30,1,30,4,21,8859.16,8900.0,122.2,122.2
717,1 - 30,1,30,4,22,8866.38,8850.0,111.6,111.6
718,1 - 30,1,30,4,23,8881.04,8899.9,85.6,85.6
719,1 - 30,1,30,4,24,6786.74,6799.95,81.9,81.9
720,1 - 31,1,31,5,1,4246.73,4261.7,76.0,76.0
721,1 - 31,1,31,5,2,3797.09,3799.94,161.4,161.4
722,1 - 31,1,31,5,3,2998.43,2999.98,182.8,182.8
723,1 - 31,1,31,5,4,2598.75,2599.97,190.3,190.3
724,1 - 31,1,31,5,5,2426.02,2427.96,169.6,169.6
725,1 - 31,1,31,5,6,3495.68,3497.77,142.7,142.7
726,1 - 31,1,31,5,7,4696.91,4697.76,117.9,117.9
727,1 - 31,1,31,5,8,6749.79,6749.99,314.5,314.5
728,1 - 31,1,31,5,9,6895.03,6899.94,236.6,236.6
729,1 - 31,1,31,5,10,6899.79,6899.99,308.5,308.5
730,1 - 31,1,31,5,11,6899.02,6800.01,305.1,305.1
731,1 - 31,1,31,5,12,5597.82,5600.0,508.6,508.6
732,1 - 31,1,31,5,13,5562.28,3617.2,256.1,256.1
733,1 - 31,1,31,5,14,5551.47,5518.17,200.9,200.9
734,1 - 31,1,31,5,15,5561.58,5452.9,191.9,191.9
735,1 - 31,1,31,5,16,5252.72,5243.9,218.4,218.4
736,1 - 31,1,31,5,17,5487.26,5499.79,217.4,217.4
737,1 - 31,1,31,5,18,7679.2,8000.0,120.0,120.0
738,1 - 31,1,31,5,19,8490.13,8499.97,375.5,375.5
739,1 - 31,1,31,5,20,8611.79,8599.9,170.5,170.5
740,1 - 31,1,31,5,21,8447.05,8498.6,145.4,145.4
741,1 - 31,1,31,5,22,8378.46,8463.94,123.7,123.7
742,1 - 31,1,31,5,23,7827.01,7699.99,89.2,89.2
743,1 - 31,1,31,5,24,6595.14,6648.85,103.5,103.5
744,2 - 1,2,1,6,1,3706.11,3722.04,65.0,65.0
745,2 - 1,2,1,6,2,3298.87,3100.0,116.7,116.7
746,2 - 1,2,1,6,3,2423.19,2426.87,153.9,153.9
747,2 - 1,2,1,6,4,2196.09,2200.0,166.3,166.3
748,2 - 1,2,1,6,5,2195.14,2200.0,158.3,158.3
749,2 - 1,2,1,6,6,2408.9,2426.87,110.9,110.9
750,2 - 1,2,1,6,7,2768.48,2799.99,82.7,82.7
751,2 - 1,2,1,6,8,4465.91,4498.85,102.2,102.2
752,2 - 1,2,1,6,9,5079.83,5000.0,158.7,158.7
753,2 - 1,2,1,6,10,5582.42,5600.0,193.1,193.1
754,2 - 1,2,1,6,11,5596.82,5600.0,649.6,649.6
755,2 - 1,2,1,6,12,4596.76,4600.0,523.6,523.6
756,2 - 1,2,1,6,13,4297.38,4300.0,624.8,624.8
757,2 - 1,2,1,6,14,3934.06,3940.0,391.7,391.7
758,2 - 1,2,1,6,15,4315.4,4320.0,386.2,386.2
759,2 - 1,2,1,6,16,4950.79,4955.0,388.9,388.9
760,2 - 1,2,1,6,17,5489.98,5500.0,298.1,298.1
761,2 - 1,2,1,6,18,8060.76,8079.98,128.3,128.3
762,2 - 1,2,1,6,19,8440.57,8479.99,84.4,84.4
763,2 - 1,2,1,6,20,8564.03,8555.0,105.4,105.4
764,2 - 1,2,1,6,21,8270.26,8268.0,129.5,129.5
765,2 - 1,2,1,6,22,8279.84,8298.87,149.9,149.9
766,2 - 1,2,1,6,23,7056.58,7080.0,155.4,155.4
767,2 - 1,2,1,6,24,5851.34,5880.0,128.0,128.0
768,2 - 2,2,2,7,1,4257.52,4220.0,40.6,40.6
769,2 - 2,2,2,7,2,3795.84,3797.77,136.1,136.1
770,2 - 2,2,2,7,3,2985.57,2950.0,128.5,128.5
771,2 - 2,2,2,7,4,2388.69,2387.77,127.6,127.6
772,2 - 2,2,2,7,5,2387.93,2350.0,138.0,138.0
773,2 - 2,2,2,7,6,2596.43,2597.77,102.6,102.6
774,2 - 2,2,2,7,7,3617.71,3626.77,84.3,84.3
775,2 - 2,2,2,7,8,3995.6,3997.77,145.6,145.6
776,2 - 2,2,2,7,9,4494.11,4497.77,125.4,125.4
777,2 - 2,2,2,7,10,3996.11,4000.0,287.7,287.7
778,2 - 2,2,2,7,11,3697.18,3700.0,393.1,393.1
779,2 - 2,2,2,7,12,3479.12,3490.0,497.6,497.6
780,2 - 2,2,2,7,13,3385.85,3300.0,379.0,379.0
781,2 - 2,2,2,7,14,3937.18,3900.0,496.3,496.3
782,2 - 2,2,2,7,15,4319.5,4320.0,579.0,579.0
783,2 - 2,2,2,7,16,5101.45,5100.0,595.6,595.6
784,2 - 2,2,2,7,17,5550.07,5550.0,566.6,566.6
785,2 - 2,2,2,7,18,8804.47,8800.0,597.0,597.0
786,2 - 2,2,2,7,19,8698.41,8730.0,583.4,583.4
787,2 - 2,2,2,7,20,8915.57,8922.06,535.6,535.6
788,2 - 2,2,2,7,21,8795.62,8800.0,489.9,489.9
789,2 - 2,2,2,7,22,8898.57,8900.0,308.5,308.5
790,2 - 2,2,2,7,23,8494.68,8499.97,145.4,145.4
791,2 - 2,2,2,7,24,6698.79,6699.97,337.4,337.4
792,2 - 3,2,3,1,1,5171.37,5178.0,73.5,73.5
793,2 - 3,2,3,1,2,4272.31,4279.96,105.2,105.2
794,2 - 3,2,3,1,3,4176.08,2132.0,113.1,113.1
795,2 - 3,2,3,1,4,3768.26,2468.7,107.8,107.8
796,2 - 3,2,3,1,5,3768.07,3795.0,109.8,109.8
797,2 - 3,2,3,1,6,4241.84,2771.6,91.2,91.2
798,2 - 3,2,3,1,7,5162.46,4500.1,80.3,80.3
799,2 - 3,2,3,1,8,6850.41,6800.0,114.4,114.4
800,2 - 3,2,3,1,9,6899.99,6900.0,538.6,538.6
801,2 - 3,2,3,1,10,6900.0,6900.0,659.2,659.2
802,2 - 3,2,3,1,11,6899.98,6900.0,608.6,608.6
803,2 - 3,2,3,1,12,5598.99,5600.0,746.4,746.4
804,2 - 3,2,3,1,13,5599.99,5600.0,422.2,422.2
805,2 - 3,2,3,1,14,5599.03,5600.0,440.2,440.2
806,2 - 3,2,3,1,15,5598.57,5600.0,432.7,432.7
807,2 - 3,2,3,1,16,5599.99,5600.0,486.9,486.9
808,2 - 3,2,3,1,17,5599.81,5589.97,530.5,530.5
809,2 - 3,2,3,1,18,8673.65,8788.9,173.7,173.7
810,2 - 3,2,3,1,19,8955.21,9000.0,356.3,356.3
811,2 - 3,2,3,1,20,8973.25,8992.72,335.5,335.5
812,2 - 3,2,3,1,21,8712.18,8700.0,388.6,388.6
813,2 - 3,2,3,1,22,7483.27,8300.0,202.2,202.2
814,2 - 3,2,3,1,23,7782.86,5600.0,203.8,203.8
815,2 - 3,2,3,1,24,6691.08,6699.98,192.0,192.0
816,2 - 4,2,4,2,1,3287.52,3387.8,74.6,74.6
817,2 - 4,2,4,2,2,2471.35,2478.87,119.7,119.7
818,2 - 4,2,4,2,3,1978.09,1998.87,115.8,115.8
819,2 - 4,2,4,2,4,860.56,849.99,124.6,124.6
