Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-10-29,21:00,"14 780,71","12 890,00","14 901,74","12 899,00","388,8","388,8","1 097,7","466,4"
2025-10-29,22:00,"14 776,23","12 001,10","14 905,67","14 500,00","399,1","399,1","1 054,2","575,2"
2025-10-29,23:00,"12 879,88","6 450,01","14 998,00","6 450,01","375,2","375,2","1 386,9","572,0"
2025-10-29,24:00,"5 320,01","4 000,00","5 600,00","5 309,00","381,7","381,7","547,9","486,2"
2025-10-30,01:00,"5 488,32","4 100,00","5 591,72","5 590,00","353,1","353,1","831,3","385,9"
2025-10-30,02:00,"5 009,66","3 600,00","5 109,00","5 047,49","328,3","328,3","1 497,9","359,4"
2025-10-30,03:00,"5 012,17","3 100,00","5 109,00","5 109,00","336,2","336,2","1 410,3","361,4"
2025-10-30,04:00,"4 683,43","3 001,00","4 766,00","4 764,99","337,0","337,0","1 714,1","356,7"
2025-10-30,05:00,"4 813,56","4 300,00","4 884,00","4 882,99","332,9","332,9","1 650,5","355,3"
2025-10-30,06:00,"5 421,27","3 200,00","5 578,00","5 569,88","331,9","331,9","2 941,1","349,6"
2025-10-30,07:00,"4 218,70","3 602,22","4 294,77","4 282,76","336,8","336,8","2 835,7","352,7"
2025-10-30,08:00,"6 726,27","2 754,87","6 887,19","6 887,19","695,8","695,8","3 858,0","1 176,9"
2025-10-30,09:00,"2 987,91","2 500,00","3 110,00","3 002,10","441,3","441,3","1 087,5","1 360,6"
2025-10-30,10:00,"3 742,24","2 250,00","3 750,00","3 750,00","1 040,5","1 040,5","1 621,5","1 125,6"
2025-10-30,11:00,"50,11","10,00","198,00","198,00","700,0","700,0","1 185,9","2 120,7"
2025-10-30,12:00,"34,89","10,00","290,00","19,97","770,4","770,4","1 285,4","2 067,9"
2025-10-30,13:00,"42,60","10,00","290,00","280,00","847,8","847,8","1 380,5","2 028,0"
2025-10-30,14:00,"103,96","50,00","333,00","101,00","651,0","651,0","1 416,1","1 597,7"
2025-10-30,15:00,"2 547,78","2 399,90","5 000,00","3 000,00","477,5","477,5","688,6","1 822,0"
2025-10-30,16:00,"5 553,49","4 700,00","5 600,00","5 600,00","883,5","883,5","1 610,8","1 610,7"
2025-10-30,17:00,"5 565,28","5 000,00","5 600,00","5 600,00","625,9","625,9","809,3","1 690,6"
2025-10-30,18:00,"12 655,77","10 501,00","13 101,00","13 100,00","808,3","808,3","2 571,6","1 483,8"
2025-10-30,19:00,"10 603,29","9 402,00","14 999,00","10 400,00","883,6","883,6","2 171,2","1 130,1"
2025-10-30,20:00,"9 295,99","7 551,00","10 000,00","9 316,97","888,3","888,3","2 673,8","1 159,6"
2025-10-30,21:00,"13 195,09","1 316,99","15 000,00","13 200,00","834,7","834,7","1 723,1","1 100,7"
2025-10-30,22:00,"14 879,73","14 200,00","15 000,00","15 000,00","607,3","607,3","1 072,2","1 305,8"
2025-10-30,23:00,"7 113,27","6 203,00","15 000,00","7 141,00","648,1","648,1","1 172,1","1 466,1"
2025-10-30,24:00,"6 037,51","4 500,00","6 900,00","6 212,00","642,6","642,6","1 154,9","1 315,2"
2025-10-31,01:00,"5 599,99","5 590,00","5 600,00","5 600,00","86,9","86,9","86,9","545,1"
2025-10-31,02:00,"4 715,08","2 600,00","4 886,87","2 600,00","82,4","82,4","308,7","96,9"
2025-10-31,03:00,"4 484,97","2 285,50","4 601,00","2 285,50","111,3","111,3","415,1","125,2"
2025-10-31,04:00,"4 159,49","2 141,00","4 279,87","2 141,00","87,7","87,7","377,1","97,2"
2025-10-31,05:00,"4 473,13","2 294,00","4 586,87","4 556,00","89,5","89,5","360,2","105,1"
2025-10-31,06:00,"5 358,22","2 049,00","5 570,00","2 049,00","106,0","106,0","821,6","133,2"
2025-10-31,07:00,"5 600,00","5 600,00","5 600,00","5 600,00","249,2","249,2","249,2","469,8"
2025-10-31,08:00,"6 897,05","6 870,00","6 900,00","6 900,00","355,1","355,1","355,1","787,2"
2025-10-31,09:00,"6 887,96","6 500,00","6 900,00","6 500,00","400,0","400,0","400,0","510,1"
2025-10-31,10:00,"6 856,15","5 785,00","6 900,00","6 899,00","201,0","201,0","614,0","282,4"
2025-10-31,11:00,"5 405,39","4 000,00","6 900,00","5 259,00","266,7","266,7","751,4","320,8"
2025-10-31,12:00,"4 039,59","3 001,00","4 800,00","3 836,00","329,2","329,2","856,5","467,9"
2025-10-31,13:00,"3 306,03","1 500,00","5 600,00","1 500,00","371,9","371,9","1 087,7","450,7"
2025-10-31,14:00,"3 506,07","2 609,00","5 599,00","3 254,00","392,0","392,0","855,4","578,4"
2025-10-31,15:00,"5 027,88","4 800,00","5 100,10","5 059,00","242,7","242,7","1 097,0","351,4"
2025-10-31,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","967,5","967,5","967,5","1 157,8"
2025-10-31,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","1 185,0","1 185,0","1 185,0","1 690,0"
2025-10-31,18:00,"14 988,98","13 000,00","15 000,00","14 899,00","516,7","516,7","919,1","746,3"
2025-10-31,19:00,"14 992,90","13 001,00","15 000,00","14 999,98","710,4","710,4","760,5","1 001,3"
2025-10-31,20:00,"14 997,79","14 000,00","15 000,00","14 999,80","686,9","686,9","755,0","882,3"
2025-10-31,21:00,"14 993,31","14 200,00","15 000,00","14 999,99","569,6","569,6","1 295,7","709,6"
2025-10-31,22:00,"14 993,17","13 003,00","15 000,00","14 999,95","459,4","459,4","1 885,3","584,7"
2025-10-31,23:00,"14 985,93","14 795,00","15 000,00","14 999,92","224,8","224,8","3 621,5","278,1"
2025-10-31,24:00,"6 899,78","6 891,00","6 900,00","6 899,99","775,9","775,9","1 153,8","934,9"
2025-11-01,01:00,"5 328,88","4 450,00","5 500,00","5 457,00","129,3","129,3","984,9","165,6"
2025-11-01,02:00,"354,35","250,00","999,00","999,00","172,0","172,0","425,1","787,9"
2025-11-01,03:00,"55,55","29,00","200,00","49,00","348,3","348,3","689,2","674,0"
2025-11-01,04:00,"19,78","10,00","101,00","20,01","492,6","492,6","950,4","549,0"
2025-11-01,05:00,"28,26","10,00","199,00","25,00","450,1","450,1","876,1","684,5"
2025-11-01,06:00,"64,99","50,00","200,00","52,00","297,8","297,8","605,7","574,1"
2025-11-01,07:00,"365,42","285,00","500,00","301,01","150,2","150,2","388,8","576,8"
2025-11-01,08:00,"962,53","910,00","1 500,00","1 500,00","503,5","503,5","913,9","752,6"
2025-11-01,09:00,"2 452,76","1 500,00","2 523,50","2 450,00","704,2","704,2","1 437,7","743,4"
2025-11-01,10:00,"2 931,56","2 050,00","3 020,99","2 933,00","518,5","518,5","2 050,2","539,4"
2025-11-01,11:00,"2 820,33","2 000,00","2 935,50","2 850,00","430,1","430,1","3 368,8","450,8"
2025-11-01,12:00,"2 876,29","2 000,00","2 952,90","2 895,00","324,6","324,6","3 622,0","385,8"
2025-11-01,13:00,"2 395,09","1 500,00","2 493,90","2 445,00","350,4","350,4","3 005,3","395,1"
2025-11-01,14:00,"2 415,82","2 250,00","2 499,00","2 450,00","338,7","338,7","2 221,5","357,5"
2025-11-01,15:00,"2 966,39","2 350,00","3 049,80","2 990,00","295,9","295,9","1 353,7","313,1"
2025-11-01,16:00,"3 737,28","3 000,00","3 825,00","3 674,88","334,1","334,1","550,2","352,6"
2025-11-01,17:00,"5 579,19","5 000,01","5 600,00","5 596,50","415,0","415,0","656,0","433,3"
2025-11-01,18:00,"14 689,53","10 000,00","15 000,00","14 900,00","419,8","419,8","1 061,6","472,9"
2025-11-01,19:00,"14 565,36","11 000,00","14 950,00","14 879,96","383,2","383,2","1 380,2","455,8"
2025-11-01,20:00,"14 568,81","11 067,00","15 000,00","14 936,47","392,0","392,0","1 397,0","427,5"
2025-11-01,21:00,"14 505,49","11 552,00","15 000,00","14 858,99","398,6","398,6","1 284,2","434,7"
2025-11-01,22:00,"13 916,03","5 799,60","14 448,99","5 799,60","373,6","373,6","2 369,2","393,1"
2025-11-01,23:00,"7 461,80","5 500,00","7 740,00","7 488,53","411,5","411,5","1 378,5","556,7"
2025-11-01,24:00,"5 441,04","3 605,12","5 533,00","5 532,00","387,0","387,0","552,7","444,8"
2025-11-02,01:00,"5 535,11","5 200,00","5 600,00","5 500,00","137,4","137,4","418,6","154,0"
2025-11-02,02:00,"3 402,29","3 299,00","3 500,10","3 379,00","161,0","161,0","295,0","189,0"
2025-11-02,03:00,"447,46","379,00","1 000,00","408,00","83,5","83,5","240,8","282,2"
2025-11-02,04:00,"176,65","50,00","398,99","349,00","75,2","75,2","314,1","334,0"
2025-11-02,05:00,"173,63","80,00","398,99","95,01","153,4","153,4","371,8","399,6"
2025-11-02,06:00,"763,49","515,00","1 500,00","1 500,00","145,5","145,5","197,6","499,5"
2025-11-02,07:00,"245,25","105,00","500,00","117,00","116,2","116,2","256,4","1 022,7"
2025-11-02,08:00,"709,70","620,00","1 500,00","1 500,00","236,2","236,2","284,1","420,2"
2025-11-02,09:00,"1 151,04","949,00","6 900,00","1 200,00","327,5","327,5","382,9","494,5"
2025-11-02,10:00,"3 327,36","3 300,00","3 330,00","3 330,00","412,2","412,2","607,1","446,6"
2025-11-02,11:00,"3 070,14","2 550,09","3 075,00","3 073,99","480,1","480,1","860,1","547,1"
2025-11-02,12:00,"2 847,52","2 699,00","2 850,00","2 849,99","527,0","527,0","965,6","573,7"
2025-11-02,13:00,"2 841,18","2 699,00","2 845,00","2 843,99","452,1","452,1","1 067,9","514,5"
2025-11-02,14:00,"2 839,83","2 510,30","2 845,00","2 844,97","399,1","399,1","1 502,2","485,0"
2025-11-02,15:00,"2 159,61","2 076,00","2 163,00","2 162,99","324,6","324,6","854,6","337,8"
2025-11-02,16:00,"4 146,85","3 954,30","5 600,00","4 034,99","249,7","249,7","383,9","299,3"
2025-11-02,17:00,"5 590,41","4 541,00","5 600,00","5 487,99","335,4","335,4","433,0","357,0"
2025-11-02,18:00,"13 678,69","11 300,00","13 999,99","13 999,98","206,9","206,9","371,1","279,1"
2025-11-02,19:00,"13 627,71","12 000,00","14 000,00","13 993,99","156,9","156,9","362,7","265,6"
2025-11-02,20:00,"14 196,28","12 876,00","14 777,00","14 476,99","128,3","128,3","502,8","210,4"
2025-11-02,21:00,"13 714,64","7 500,00","14 884,00","7 500,00","60,4","60,4","701,0","79,0"
2025-11-02,22:00,"12 152,98","10 000,00","12 949,00","12 298,95","61,5","61,5","492,7","153,5"
2025-11-02,23:00,"6 208,28","4 200,00","6 899,00","6 498,98","78,5","78,5","1 959,2","176,7"
2025-11-02,24:00,"3 992,41","3 500,00","4 799,00","3 899,00","252,3","252,3","577,1","273,5"
2025-11-03,01:00,"2 755,50","2 009,00","2 850,00","2 009,00","63,1","63,1","757,8","72,1"
2025-11-03,02:00,"410,27","240,00","1 000,00","1 000,00","131,5","131,5","533,8","190,6"
2025-11-03,03:00,"184,85","87,00","450,00","280,00","120,1","120,1","660,7","148,8"
2025-11-03,04:00,"129,93","20,00","295,00","40,02","140,0","140,0","728,8","199,9"
2025-11-03,05:00,"200,43","70,00","440,00","297,98","150,0","150,0","669,3","210,8"
2025-11-03,06:00,"2 971,46","2 300,10","3 015,00","2 992,99","115,6","115,6","676,6","134,2"
2025-11-03,07:00,"5 328,89","3 800,10","5 500,00","5 344,70","66,6","66,6","2 693,0","86,7"
2025-11-03,08:00,"6 685,20","5 890,20","6 880,00","6 796,00","179,7","179,7","773,5","199,5"
2025-11-03,09:00,"6 652,33","5 000,00","6 900,00","6 778,80","248,2","248,2","1 075,6","276,0"
2025-11-03,10:00,"4 268,00","3 280,00","4 364,00","4 259,00","230,8","230,8","574,3","297,2"
2025-11-03,11:00,"3 731,31","3 674,99","3 817,00","3 730,00","167,4","167,4","887,3","215,4"
2025-11-03,12:00,"3 725,99","3 000,00","3 755,00","3 731,25","255,7","255,7","1 203,2","287,0"
2025-11-03,13:00,"3 705,38","3 100,11","3 781,00","3 718,00","170,8","170,8","1 454,1","211,8"
2025-11-03,14:00,"4 209,76","3 437,60","4 302,00","4 250,00","194,1","194,1","977,5","240,6"
2025-11-03,15:00,"5 523,42","4 601,00","5 600,00","5 499,00","415,1","415,1","974,4","452,4"
2025-11-03,16:00,"5 583,98","5 488,00","5 600,00","5 600,00","728,3","728,3","728,3","901,8"
2025-11-03,17:00,"5 574,83","5 002,10","5 600,00","5 600,00","960,9","960,9","973,2","1 003,7"
2025-11-03,18:00,"14 579,37","12 000,00","15 000,00","14 940,00","385,2","385,2","917,6","451,8"
2025-11-03,19:00,"14 495,44","12 004,00","14 849,00","14 648,97","251,3","251,3","1 078,3","315,6"
2025-11-03,20:00,"14 557,04","12 004,00","14 947,36","14 947,00","237,0","237,0","816,9","315,1"
2025-11-03,21:00,"14 593,33","12 000,00","14 849,07","14 849,06","254,2","254,2","747,3","318,1"
2025-11-03,22:00,"14 404,34","12 002,00","14 803,57","14 605,49","142,2","142,2","709,3","185,3"
2025-11-03,23:00,"8 932,71","8 600,00","9 050,00","8 720,00","125,2","125,2","919,7","220,7"
2025-11-03,24:00,"5 892,77","5 252,00","6 050,00","5 918,00","124,1","124,1","781,5","190,1"
2025-11-04,01:00,"1 593,20","991,13","5 600,00","1 078,00","101,7","101,7","214,8","589,8"
2025-11-04,02:00,"1 560,28","960,00","5 600,00","1 104,00","90,2","90,2","171,1","235,0"
2025-11-04,03:00,"1 580,79","1 020,00","5 600,00","1 200,00","80,0","80,0","146,9","328,3"
2025-11-04,04:00,"1 895,52","1 015,00","5 600,00","1 304,00","69,8","69,8","150,0","582,1"
2025-11-04,05:00,"1 836,14","1 013,00","5 600,00","1 322,15","61,6","61,6","146,3","384,1"
2025-11-04,06:00,"1 420,69","991,13","5 600,00","1 200,00","98,5","98,5","187,2","417,3"
2025-11-04,07:00,"3 400,59","3 000,00","5 594,00","4 300,00","106,6","106,6","209,4","308,0"
2025-11-04,08:00,"6 428,74","6 200,00","6 482,00","6 482,00","116,0","116,0","128,9","192,3"
2025-11-04,09:00,"6 772,96","6 140,11","6 900,00","6 799,94","145,9","145,9","181,3","179,8"
2025-11-04,10:00,"6 825,67","6 001,00","6 900,00","6 899,95","125,1","125,1","433,8","211,6"
2025-11-04,11:00,"6 784,78","6 300,01","6 900,00","6 851,53","117,9","117,9","524,1","212,9"
2025-11-04,12:00,"4 399,45","4 200,00","5 597,00","4 999,00","429,0","429,0","534,3","785,9"
2025-11-04,13:00,"3 846,71","3 595,00","5 000,00","3 595,00","630,5","630,5","676,1","1 377,7"
2025-11-04,14:00,"4 745,85","4 300,00","4 899,00","4 777,00","542,1","542,1","835,1","642,6"
2025-11-04,15:00,"5 559,86","5 148,00","5 600,00","5 600,00","559,2","559,2","873,0","697,2"
2025-11-04,16:00,"5 599,32","5 590,00","5 600,00","5 600,00","708,6","708,6","708,6","760,4"
2025-11-04,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","209,6","209,6","209,6","968,3"
2025-11-04,18:00,"12 770,95","12 050,00","13 000,00","13 000,00","346,5","346,5","6 770,5","731,9"
2025-11-04,19:00,"10 084,30","9 800,00","11 494,89","10 005,00","302,3","302,3","812,2","614,9"
2025-11-04,20:00,"10 145,87","9 976,00","12 020,00","10 000,11","226,3","226,3","478,0","467,5"
2025-11-04,21:00,"9 974,74","8 760,00","10 010,10","10 000,01","249,0","249,0","319,3","534,8"
2025-11-04,22:00,"7 087,04","6 970,00","9 000,01","7 000,01","279,4","279,4","458,1","466,0"
2025-11-04,23:00,"4 049,62","3 880,00","5 600,00","4 001,02","375,8","375,8","539,3","788,0"
2025-11-04,24:00,"4 426,08","4 297,00","5 666,00","4 301,00","128,0","128,0","284,7","392,5"
2025-11-05,01:00,"1 615,56","1 263,00","4 000,00","1 263,00","119,5","119,5","231,9","418,5"
2025-11-05,02:00,"1 661,57","1 260,00","4 000,00","1 260,01","109,4","109,4","219,7","213,4"
2025-11-05,03:00,"1 480,27","1 100,00","3 999,00","1 100,01","104,2","104,2","223,9","234,3"
2025-11-05,04:00,"1 442,94","1 000,00","3 999,00","1 000,00","114,0","114,0","245,7","233,0"
2025-11-05,05:00,"1 455,17","1 080,00","3 999,00","1 080,00","113,0","113,0","253,2","205,3"
2025-11-05,06:00,"1 697,78","1 350,00","4 000,00","1 350,00","91,4","91,4","240,6","175,5"
2025-11-05,07:00,"4 834,51","4 500,00","5 000,00","5 000,00","203,2","203,2","283,4","328,0"
2025-11-05,08:00,"6 285,01","2 900,00","6 763,00","6 394,00","86,4","86,4","1 019,1","111,5"
2025-11-05,09:00,"6 701,78","2 760,00","6 900,00","6 879,99","128,6","128,6","326,1","143,4"
2025-11-05,10:00,"6 323,88","2 749,04","6 774,00","6 650,00","58,3","58,3","604,1","66,1"
2025-11-05,11:00,"5 478,94","5 200,00","6 000,00","5 457,90","180,3","180,3","578,4","206,5"
2025-11-05,12:00,"4 749,21","3 900,00","5 500,00","4 738,90","236,2","236,2","564,5","246,6"
2025-11-05,13:00,"4 448,85","4 201,00","4 510,00","4 340,00","211,8","211,8","574,0","234,8"
2025-11-05,14:00,"4 775,25","4 253,00","4 898,89","4 780,00","154,1","154,1","1 013,7","249,1"
2025-11-05,15:00,"5 425,28","4 800,10","5 590,00","5 518,00","145,5","145,5","402,9","251,3"
2025-11-05,16:00,"5 600,00","5 600,00","5 600,00","5 600,00","508,7","508,7","530,3","548,4"
2025-11-05,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","577,3","577,3","577,3","711,1"
2025-11-05,18:00,"11 778,82","8 900,00","13 281,00","11 878,98","222,7","222,7","4 022,4","284,5"
2025-11-05,19:00,"9 077,92","7 999,99","13 943,00","9 000,00","471,0","471,0","769,8","649,2"
2025-11-05,20:00,"10 003,71","4 134,01","11 997,79","4 134,01","390,5","390,5","1 290,5","520,0"
2025-11-05,21:00,"8 969,99","6 000,01","11 991,00","8 768,99","395,5","395,5","716,2","466,9"
2025-11-05,22:00,"8 615,93","6 960,00","8 700,00","8 000,00","267,4","267,4","522,3","314,8"
2025-11-05,23:00,"6 076,59","4 500,00","9 999,00","5 799,99","231,0","231,0","425,1","298,7"
2025-11-05,24:00,"5 640,60","5 000,01","6 500,00","5 400,00","176,3","176,3","323,1","214,6"
2025-11-06,01:00,"2 719,16","2 351,00","5 600,00","2 426,00","95,1","95,1","151,5","287,1"
2025-11-06,02:00,"2 572,23","2 220,01","5 600,00","5 490,00","94,6","94,6","190,8","267,7"
2025-11-06,03:00,"2 524,17","2 040,01","5 600,00","5 590,00","90,7","90,7","218,5","270,3"
2025-11-06,04:00,"866,23","801,00","5 600,00","801,00","181,5","181,5","311,8","250,5"
2025-11-06,05:00,"2 298,62","1 987,99","5 600,00","1 988,00","178,6","178,6","253,8","259,8"
2025-11-06,06:00,"2 527,68","2 299,99","5 600,00","2 300,00","194,1","194,1","290,5","274,1"
2025-11-06,07:00,"5 567,17","2 800,00","5 600,00","5 599,98","227,9","227,9","281,9","252,8"
2025-11-06,08:00,"4 858,21","4 800,00","5 600,00","4 851,00","422,3","422,3","478,5","551,3"
2025-11-06,09:00,"4 851,63","4 747,00","5 200,00","4 847,00","468,7","468,7","522,0","580,7"
2025-11-06,10:00,"5 772,84","5 001,40","5 852,00","5 800,00","252,0","252,0","581,8","367,2"
2025-11-06,11:00,"4 247,11","4 000,00","4 343,99","4 244,00","457,2","457,2","658,0","600,9"
2025-11-06,12:00,"3 864,02","3 798,00","4 000,00","3 852,50","484,5","484,5","686,6","779,7"
2025-11-06,13:00,"3 860,44","3 798,00","4 000,00","3 850,00","470,3","470,3","882,2","517,8"
2025-11-06,14:00,"3 214,55","3 148,00","4 000,00","3 200,23","576,6","576,6","801,8","969,9"
2025-11-06,15:00,"5 007,64","4 000,02","5 600,00","5 555,55","484,1","484,1","620,3","583,0"
2025-11-06,16:00,"5 599,98","5 595,00","5 600,00","5 595,01","444,8","444,8","446,8","646,9"
2025-11-06,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","456,3","456,3","456,3","763,4"
2025-11-06,18:00,"6 468,54","5 000,00","13 981,00","5 950,00","506,1","506,1","1 092,6","1 548,6"
2025-11-06,19:00,"7 024,03","6 929,00","7 400,00","7 000,00","442,9","442,9","644,1","749,7"
2025-11-06,20:00,"6 981,87","5 500,00","7 100,00","6 994,88","401,1","401,1","843,0","452,4"
2025-11-06,21:00,"6 028,89","5 800,00","6 375,00","5 994,00","422,7","422,7","663,1","524,8"
2025-11-06,22:00,"6 015,67","5 300,00","7 500,00","5 900,00","351,1","351,1","1 316,0","422,1"
2025-11-06,23:00,"3 510,19","3 380,01","4 489,99","3 396,90","314,8","314,8","516,8","762,1"
2025-11-06,24:00,"5 196,90","4 000,00","5 302,00","5 235,00","197,1","197,1","377,0","221,0"
2025-11-07,01:00,"3 855,17","2 350,00","3 935,00","3 000,00","92,2","92,2","470,8","94,7"
2025-11-07,02:00,"3 083,03","2 500,00","3 100,00","3 049,00","105,4","105,4","269,0","120,3"
2025-11-07,03:00,"3 051,68","2 700,00","3 060,00","3 050,00","92,5","92,5","577,8","103,9"
2025-11-07,04:00,"1 367,66","1 100,90","1 376,00","1 373,00","92,5","92,5","800,2","108,1"
2025-11-07,05:00,"1 995,23","1 938,10","2 000,00","1 999,98","94,5","94,5","604,1","106,4"
2025-11-07,06:00,"3 165,02","2 544,00","3 180,00","3 176,00","106,6","106,6","418,4","122,9"
2025-11-07,07:00,"5 532,59","5 410,00","5 559,00","5 539,90","94,6","94,6","564,4","111,5"
2025-11-07,08:00,"6 584,35","4 837,00","6 699,00","6 693,99","198,5","198,5","750,2","225,8"
2025-11-07,09:00,"6 236,23","4 797,00","6 400,00","6 200,00","152,4","152,4","372,1","184,0"
2025-11-07,10:00,"5 718,28","5 000,00","5 800,00","5 747,00","185,4","185,4","465,9","267,5"
2025-11-07,11:00,"4 335,97","3 500,00","4 400,00","4 350,00","365,5","365,5","556,0","375,8"
2025-11-07,12:00,"3 111,00","2 580,00","5 600,00","3 100,00","432,0","432,0","564,3","951,5"
2025-11-07,13:00,"2 726,26","2 490,00","5 598,00","3 100,00","566,4","566,4","818,3","919,4"
2025-11-07,14:00,"3 142,48","2 749,00","5 593,00","3 050,00","300,4","300,4","609,8","1 399,6"
2025-11-07,15:00,"4 476,81","4 100,00","5 100,00","5 100,00","249,1","249,1","498,9","704,8"
2025-11-07,16:00,"5 595,30","5 450,00","5 600,00","5 595,00","386,3","386,3","417,6","607,5"
2025-11-07,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","337,7","337,7","337,7","362,6"
2025-11-07,18:00,"14 291,93","7 151,18","15 000,00","7 151,18","223,4","223,4","1 225,5","419,0"
2025-11-07,19:00,"14 700,69","7 147,00","15 000,00","7 147,00","285,0","285,0","1 071,2","366,5"
2025-11-07,20:00,"14 343,23","12 001,00","14 870,00","14 499,00","283,8","283,8","1 980,5","491,8"
2025-11-07,21:00,"14 314,93","11 916,53","14 895,67","14 500,00","269,0","269,0","2 038,9","467,6"
2025-11-07,22:00,"10 873,89","8 000,00","11 000,00","10 986,97","252,7","252,7","1 169,2","299,5"
2025-11-07,23:00,"5 291,30","4 240,00","5 500,00","5 289,00","363,6","363,6","598,7","413,0"
2025-11-07,24:00,"5 334,23","4 000,00","5 400,00","5 209,00","262,2","262,2","600,5","280,1"
2025-11-08,01:00,"4 432,53","2 115,00","5 600,00","2 115,00","133,5","133,5","181,9","169,0"
2025-11-08,02:00,"3 788,55","1 392,00","5 600,00","1 392,00","125,8","125,8","208,2","178,8"
2025-11-08,03:00,"3 331,15","1 700,00","3 401,00","3 339,00","157,7","157,7","346,7","185,8"
2025-11-08,04:00,"1 365,43","1 300,00","5 376,00","1 348,00","273,1","273,1","534,2","283,9"
2025-11-08,05:00,"1 170,76","1 100,00","3 178,00","1 178,00","340,0","340,0","517,6","353,8"
2025-11-08,06:00,"3 593,36","3 360,00","5 600,00","3 403,00","137,6","137,6","168,4","648,8"
2025-11-08,07:00,"3 971,68","3 730,00","5 600,00","3 767,00","195,4","195,4","231,6","614,0"
2025-11-08,08:00,"3 175,02","2 950,00","6 459,00","3 001,00","299,7","299,7","594,3","501,2"
2025-11-08,09:00,"3 478,39","3 198,00","6 590,00","3 202,15","321,0","321,0","487,6","943,9"
2025-11-08,10:00,"3 173,27","3 029,00","6 590,00","3 201,00","356,3","356,3","403,5","752,4"
2025-11-08,11:00,"2 458,73","2 400,00","6 900,00","2 451,00","584,7","584,7","620,1","790,9"
2025-11-08,12:00,"2 451,64","2 000,00","5 600,00","2 801,00","587,1","587,1","658,0","1 232,1"
2025-11-08,13:00,"2 595,48","2 000,00","5 600,00","4 200,00","652,4","652,4","712,9","1 066,3"
2025-11-08,14:00,"3 860,50","3 060,00","5 300,00","4 000,00","778,7","778,7","933,8","2 730,4"
2025-11-08,15:00,"5 276,20","4 202,20","5 600,00","5 163,01","962,2","962,2","978,5","1 907,0"
2025-11-08,16:00,"5 596,86","5 539,00","5 600,00","5 600,00","797,6","797,6","797,6","1 512,8"
2025-11-08,17:00,"5 600,00","5 600,00","5 600,00","5 600,00","673,7","673,7","673,7","1 155,0"
2025-11-08,18:00,"14 693,12","13 100,00","15 000,00","14 499,00","993,0","993,0","1 227,6","1 372,5"
2025-11-08,19:00,"14 914,23","12 906,00","15 000,00","12 906,00","955,5","955,5","1 083,3","1 414,4"
2025-11-08,20:00,"14 706,87","14 209,99","15 000,00","14 499,99","1 013,3","1 013,3","1 097,9","1 328,7"
2025-11-08,21:00,"14 846,15","12 901,00","15 000,00","12 901,00","823,5","823,5","1 364,2","1 110,9"
2025-11-08,22:00,"14 839,09","13 556,03","15 000,00","14 699,99","735,3","735,3","1 419,7","1 077,0"
2025-11-08,23:00,"7 043,89","6 001,00","15 000,00","6 800,00","795,6","795,6","1 735,9","924,2"
2025-11-08,24:00,"5 160,36","4 500,00","6 900,00","4 899,00","671,9","671,9","1 105,7","770,7"
2025-11-09,01:00,"5 599,87","5 200,00","5 600,00","5 200,00","300,6","300,6","413,9","525,4"
2025-11-09,02:00,"4 915,93","2 014,00","5 064,10","2 014,00","154,2","154,2","1 023,7","176,1"
2025-11-09,03:00,"4 826,57","2 388,50","5 600,00","2 388,50","193,5","193,5","905,1","224,9"
2025-11-09,04:00,"4 160,31","2 148,50","4 328,00","2 148,50","166,1","166,1","1 351,6","175,3"
2025-11-09,05:00,"4 101,74","2 093,10","4 216,00","2 093,10","181,6","181,6","1 396,5","194,5"
2025-11-09,06:00,"4 765,17","2 017,00","5 600,00","2 017,00","205,8","205,8","1 616,3","227,6"
2025-11-09,07:00,"4 956,49","2 017,00","5 120,00","4 000,00","127,4","127,4","1 878,6","145,1"
2025-11-09,08:00,"5 541,67","4 500,00","5 750,00","5 549,89","138,6","138,6","886,5","148,7"
2025-11-09,09:00,"6 791,27","3 450,00","6 900,00","6 794,00","171,0","171,0","926,6","187,8"
2025-11-09,10:00,"6 866,38","6 000,00","6 900,00","6 789,90","251,4","251,4","1 300,2","268,7"
2025-11-09,11:00,"6 875,93","6 000,00","6 900,00","6 789,00","334,4","334,4","1 193,9","368,2"
2025-11-09,12:00,"5 574,40","2 800,00","5 600,00","2 800,00","369,0","369,0","632,0","552,4"
2025-11-09,13:00,"5 574,45","3 000,00","5 600,00","5 400,99","390,7","390,7","633,5","576,4"
2025-11-09,14:00,"5 573,69","3 000,00","5 600,00","5 499,99","385,1","385,1","551,3","622,1"
2025-11-09,15:00,"5 600,00","5 600,00","5 600,00","5 600,00","529,3","529,3","529,3","692,0"
