Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-10-11,10:00,"6 873,76","3 927,6","3 927,6","4 041,6","3 945,6"
2025-10-11,11:00,"6 877,67","4 187,2","4 187,2","4 306,6","4 207,0"
2025-10-11,12:00,"4 550,00","3 968,1","3 968,1","4 480,2","3 988,7"
2025-10-11,13:00,"3 557,00","3 893,1","3 893,1","4 488,6","3 914,0"
2025-10-11,14:00,"3 189,00","3 870,0","3 870,0","4 460,0","3 890,5"
2025-10-11,15:00,"3 189,00","3 921,4","3 921,4","4 543,3","3 940,9"
2025-10-11,16:00,"3 469,00","4 031,0","4 031,0","4 631,1","4 049,1"
2025-10-11,17:00,"5 566,79","4 172,1","4 172,1","4 306,0","4 189,2"
2025-10-11,18:00,"14 950,88","4 210,5","4 210,5","4 210,5","4 538,8"
2025-10-11,19:00,"14 947,58","4 126,2","4 126,2","4 126,2","4 626,6"
2025-10-11,20:00,"14 950,73","4 398,5","4 398,5","4 398,5","4 887,9"
2025-10-11,21:00,"14 950,57","4 378,0","4 378,0","4 378,0","4 723,8"
2025-10-11,22:00,"14 949,07","3 967,2","3 967,2","3 967,2","4 308,2"
2025-10-11,23:00,"14 947,67","3 660,7","3 660,7","3 660,7","3 777,4"
2025-10-11,24:00,"6 890,51","3 379,7","3 379,7","3 571,0","3 379,7"
2025-10-12,01:00,"5 589,41","2 979,4","2 979,4","3 612,7","2 986,3"
2025-10-12,02:00,"4 900,00","2 887,9","2 887,9","4 226,1","2 914,2"
2025-10-12,03:00,"4 408,00","2 689,6","2 689,6","4 275,7","2 715,8"
2025-10-12,04:00,"3 400,00","2 526,5","2 526,5","4 248,6","2 544,6"
2025-10-12,05:00,"3 090,00","2 512,8","2 512,8","4 222,6","2 528,8"
2025-10-12,06:00,"4 175,00","2 647,9","2 647,9","4 315,6","2 674,0"
2025-10-12,07:00,"1 002,00","2 420,8","2 420,8","3 822,4","2 424,2"
2025-10-12,08:00,"2 555,00","2 667,7","2 667,7","4 102,8","2 671,6"
2025-10-12,09:00,"3 780,00","2 857,4","2 857,4","4 221,6","2 872,5"
2025-10-12,10:00,"4 302,00","3 269,0","3 269,0","4 566,0","3 285,2"
2025-10-12,11:00,"3 370,00","3 561,8","3 561,8","4 824,5","3 568,6"
2025-10-12,12:00,"2 328,49","3 542,8","3 542,8","5 084,8","3 550,4"
2025-10-12,13:00,"1 379,00","3 429,6","3 429,6","5 237,7","3 447,6"
2025-10-12,14:00,"1 000,00","3 407,2","3 407,2","5 340,9","3 414,7"
2025-10-12,15:00,"995,00","3 439,6","3 439,6","5 376,3","3 446,9"
2025-10-12,16:00,"1 997,00","3 576,4","3 576,4","5 125,5","3 582,9"
2025-10-12,17:00,"3 700,00","3 783,9","3 783,9","4 673,5","3 789,9"
2025-10-12,18:00,"5 070,00","3 829,9","3 829,9","4 663,7","3 845,7"
2025-10-12,19:00,"8 300,00","4 030,8","4 030,8","4 294,3","4 040,8"
2025-10-12,20:00,"14 904,36","4 469,5","4 469,5","4 608,0","4 567,2"
2025-10-12,21:00,"14 899,64","4 411,9","4 411,9","4 528,6","4 503,6"
2025-10-12,22:00,"10 300,00","4 024,4","4 024,4","4 246,9","4 034,5"
2025-10-12,23:00,"5 890,00","3 323,7","3 323,7","3 962,9","3 338,8"
2025-10-12,24:00,"5 543,64","3 014,0","3 014,0","3 465,3","3 017,1"
2025-10-13,01:00,"4 090,00","2 883,8","2 883,8","3 774,2","2 888,0"
2025-10-13,02:00,"5 300,00","2 853,9","2 853,9","4 079,6","2 870,3"
2025-10-13,03:00,"4 200,00","2 674,4","2 674,4","4 182,5","2 677,9"
2025-10-13,04:00,"2 740,00","2 568,1","2 568,1","4 161,2","2 571,5"
2025-10-13,05:00,"2 000,00","2 542,6","2 542,6","4 208,2","2 546,0"
2025-10-13,06:00,"4 900,00","2 828,5","2 828,5","4 072,5","2 832,2"
2025-10-13,07:00,"5 129,00","2 981,1","2 981,1","3 463,3","2 987,2"
2025-10-13,08:00,"6 900,00","3 278,1","3 278,1","3 433,7","3 750,4"
2025-10-13,09:00,"6 900,00","3 369,9","3 369,9","3 502,0","4 420,8"
2025-10-13,10:00,"6 900,00","3 754,3","3 754,3","3 900,5","4 593,3"
2025-10-13,11:00,"6 900,00","4 226,1","4 226,1","4 372,3","4 331,5"
2025-10-13,12:00,"3 577,00","4 068,7","4 068,7","4 791,7","4 081,8"
2025-10-13,13:00,"1 978,00","3 782,3","3 782,3","5 167,1","3 795,6"
2025-10-13,14:00,"1 869,00","3 839,9","3 839,9","5 224,6","3 852,0"
2025-10-13,15:00,"1 369,00","3 868,9","3 868,9","5 182,0","3 879,0"
2025-10-13,16:00,"4 250,00","4 013,1","4 013,1","4 901,5","4 021,6"
2025-10-13,17:00,"5 600,00","4 080,7","4 080,7","4 222,9","4 147,2"
2025-10-13,18:00,"11 844,00","4 293,9","4 293,9","4 628,4","4 379,5"
2025-10-13,19:00,"14 951,90","4 461,5","4 461,5","4 461,5","4 826,1"
2025-10-13,20:00,"14 949,33","4 273,2","4 273,2","4 273,2","5 184,7"
2025-10-13,21:00,"14 990,00","4 192,4","4 192,4","4 192,4","4 989,1"
2025-10-13,22:00,"14 901,89","4 378,6","4 378,6","4 459,0","4 475,7"
2025-10-13,23:00,"8 999,00","3 750,8","3 750,8","4 170,4","3 770,8"
2025-10-13,24:00,"6 900,00","3 407,8","3 407,8","3 407,8","3 625,0"
2025-10-14,01:00,"5 589,30","3 237,0","3 237,0","3 588,0","3 241,2"
2025-10-14,02:00,"5 588,02","3 110,6","3 110,6","3 759,8","3 134,4"
2025-10-14,03:00,"5 150,00","2 906,9","2 906,9","3 937,1","2 939,3"
2025-10-14,04:00,"4 090,00","2 775,6","2 775,6","3 972,2","2 816,0"
2025-10-14,05:00,"4 090,00","2 739,2","2 739,2","4 030,2","2 778,6"
2025-10-14,06:00,"5 590,37","3 008,3","3 008,3","3 913,0","3 039,0"
2025-10-14,07:00,"5 600,00","3 187,7","3 187,7","3 444,4","3 273,3"
2025-10-14,08:00,"6 900,00","3 351,1","3 351,1","3 428,6","4 048,5"
2025-10-14,09:00,"6 900,00","3 655,4","3 655,4","3 718,9","4 760,6"
2025-10-14,10:00,"6 900,00","4 281,7","4 281,7","4 281,7","4 864,4"
2025-10-14,11:00,"6 876,26","4 608,8","4 608,8","4 689,8","4 618,2"
2025-10-14,12:00,"3 577,00","4 298,8","4 298,8","4 957,7","4 308,8"
2025-10-14,13:00,"3 180,00","4 081,7","4 081,7","5 033,8","4 093,2"
2025-10-14,14:00,"3 577,00","4 116,9","4 116,9","4 875,8","4 137,0"
2025-10-14,15:00,"4 877,00","4 139,0","4 139,0","4 644,4","4 167,0"
2025-10-14,16:00,"5 546,00","4 202,4","4 202,4","4 329,5","4 242,4"
2025-10-14,17:00,"5 600,00","3 875,2","3 875,2","3 875,2","4 436,5"
2025-10-14,18:00,"14 952,10","4 362,8","4 362,8","4 362,8","4 693,2"
2025-10-14,19:00,"14 951,67","3 776,8","3 776,8","3 776,8","5 030,1"
2025-10-14,20:00,"14 947,98","4 015,0","4 015,0","4 015,0","5 399,1"
2025-10-14,21:00,"14 948,08","4 006,7","4 006,7","4 006,7","5 247,4"
2025-10-14,22:00,"14 999,00","3 784,1","3 784,1","3 784,1","4 765,9"
2025-10-14,23:00,"13 665,00","3 860,6","3 860,6","4 059,6","3 941,5"
2025-10-14,24:00,"6 900,00","3 381,0","3 381,0","3 381,0","3 570,4"
2025-10-15,01:00,"5 592,25","3 274,0","3 274,0","3 409,6","3 278,2"
2025-10-15,02:00,"5 590,06","3 131,5","3 131,5","3 626,2","3 135,3"
2025-10-15,03:00,"5 592,26","2 968,1","2 968,1","3 645,8","2 971,6"
2025-10-15,04:00,"4 175,00","2 811,6","2 811,6","3 625,7","2 832,0"
2025-10-15,05:00,"4 090,00","2 811,1","2 811,1","3 729,4","2 814,5"
2025-10-15,06:00,"5 590,00","3 003,1","3 003,1","3 601,4","3 007,7"
2025-10-15,07:00,"5 600,00","3 354,7","3 354,7","3 354,7","3 433,3"
2025-10-15,08:00,"6 900,00","3 402,5","3 402,5","3 402,5","4 286,3"
2025-10-15,09:00,"6 900,00","3 729,0","3 729,0","3 729,0","4 902,9"
2025-10-15,10:00,"6 900,00","4 367,9","4 367,9","4 367,9","4 983,9"
2025-10-15,11:00,"6 876,30","4 754,8","4 754,8","4 823,0","4 766,7"
2025-10-15,12:00,"3 687,00","4 508,2","4 508,2","5 100,0","4 521,4"
2025-10-15,13:00,"3 687,00","4 408,6","4 408,6","4 985,7","4 441,2"
2025-10-15,14:00,"4 577,00","4 408,1","4 408,1","4 790,8","4 426,6"
2025-10-15,15:00,"5 542,86","4 381,3","4 381,3","4 555,1","4 440,8"
2025-10-15,16:00,"5 571,36","4 232,8","4 232,8","4 282,8","4 539,0"
2025-10-15,17:00,"5 600,00","3 860,7","3 860,7","3 860,7","4 734,1"
2025-10-15,18:00,"15 000,00","4 570,7","4 570,7","4 570,7","4 947,7"
2025-10-15,19:00,"15 000,00","3 646,8","3 646,8","3 646,8","5 401,5"
2025-10-15,20:00,"15 000,00","3 903,6","3 903,6","3 903,6","5 727,4"
2025-10-15,21:00,"15 000,00","3 909,9","3 909,9","3 909,9","5 615,5"
2025-10-15,22:00,"15 000,00","3 690,3","3 690,3","3 690,3","5 106,1"
2025-10-15,23:00,"14 773,00","4 144,0","4 144,0","4 400,6","4 229,3"
2025-10-15,24:00,"6 900,00","3 557,9","3 557,9","3 557,9","3 824,2"
2025-10-16,01:00,"5 600,00","3 181,2","3 181,2","3 181,2","3 314,2"
2025-10-16,02:00,"5 588,93","3 133,6","3 133,6","3 361,2","3 167,3"
2025-10-16,03:00,"5 588,62","2 940,2","2 940,2","3 425,8","2 973,7"
2025-10-16,04:00,"4 900,00","2 761,8","2 761,8","3 339,9","2 812,8"
2025-10-16,05:00,"4 900,00","2 752,2","2 752,2","3 403,5","2 802,2"
2025-10-16,06:00,"5 592,43","3 052,4","3 052,4","3 388,5","3 075,9"
2025-10-16,07:00,"5 600,00","3 220,8","3 220,8","3 220,8","3 700,8"
2025-10-16,08:00,"6 900,00","3 290,7","3 290,7","3 290,7","4 572,7"
2025-10-16,09:00,"6 900,00","3 508,1","3 508,1","3 508,1","5 199,6"
2025-10-16,10:00,"6 900,00","4 130,4","4 130,4","4 130,4","5 268,7"
2025-10-16,11:00,"6 900,00","4 606,1","4 606,1","4 606,1","4 966,6"
2025-10-16,12:00,"5 539,50","4 672,7","4 672,7","4 883,9","4 724,7"
2025-10-16,13:00,"5 000,00","4 570,1","4 570,1","4 934,4","4 608,8"
2025-10-16,14:00,"5 545,28","4 562,1","4 562,1","4 642,7","4 620,5"
2025-10-16,15:00,"5 570,30","4 287,7","4 287,7","4 347,7","4 599,9"
2025-10-16,16:00,"5 600,00","4 098,2","4 098,2","4 098,2","4 690,9"
2025-10-16,17:00,"5 600,00","3 610,7","3 610,7","3 610,7","4 981,3"
2025-10-16,18:00,"15 000,00","4 427,7","4 427,7","4 427,7","5 031,2"
2025-10-16,19:00,"15 000,00","4 246,3","4 246,3","4 246,3","5 525,3"
2025-10-16,20:00,"15 000,00","3 919,2","3 919,2","3 919,2","5 882,8"
2025-10-16,21:00,"15 000,00","3 960,4","3 960,4","3 960,4","5 708,9"
2025-10-16,22:00,"15 000,00","4 149,1","4 149,1","4 149,1","5 190,8"
2025-10-16,23:00,"15 000,00","4 173,0","4 173,0","4 193,8","4 265,8"
2025-10-16,24:00,"6 900,00","3 631,9","3 631,9","3 631,9","3 942,1"
2025-10-17,01:00,"5 600,00","3 370,2","3 370,2","3 426,9","3 374,3"
2025-10-17,02:00,"5 510,00","3 235,5","3 235,5","3 987,7","3 269,1"
2025-10-17,03:00,"4 877,00","3 053,0","3 053,0","4 090,0","3 066,4"
2025-10-17,04:00,"4 540,00","2 877,6","2 877,6","4 003,1","2 890,9"
2025-10-17,05:00,"4 670,00","2 905,6","2 905,6","4 021,7","2 919,5"
2025-10-17,06:00,"5 510,00","3 191,2","3 191,2","3 926,4","3 219,7"
2025-10-17,07:00,"5 600,00","3 442,2","3 442,2","3 458,7","3 793,1"
2025-10-17,08:00,"6 900,00","3 422,4","3 422,4","3 422,4","4 629,9"
2025-10-17,09:00,"6 900,00","3 448,3","3 448,3","3 448,3","5 249,8"
2025-10-17,10:00,"6 900,00","3 771,0","3 771,0","3 771,0","5 302,3"
2025-10-17,11:00,"6 900,00","4 340,9","4 340,9","4 340,9","4 982,3"
2025-10-17,12:00,"5 538,34","4 701,4","4 701,4","4 948,8","4 766,6"
2025-10-17,13:00,"4 785,00","4 604,6","4 604,6","5 239,6","4 622,2"
2025-10-17,14:00,"4 746,00","4 612,6","4 612,6","5 370,3","4 629,7"
2025-10-17,15:00,"4 850,00","4 583,1","4 583,1","5 334,1","4 594,9"
2025-10-17,16:00,"5 541,93","4 683,6","4 683,6","4 890,6","4 741,1"
2025-10-17,17:00,"5 600,00","4 230,6","4 230,6","4 230,6","4 952,7"
2025-10-17,18:00,"15 000,00","4 867,7","4 867,7","4 867,7","5 035,7"
2025-10-17,19:00,"15 000,00","4 744,0","4 744,0","4 744,0","5 497,9"
2025-10-17,20:00,"15 000,00","5 041,4","5 041,4","5 041,4","5 782,5"
2025-10-17,21:00,"15 000,00","5 073,7","5 073,7","5 073,7","5 551,1"
2025-10-17,22:00,"15 000,00","4 840,4","4 840,4","4 840,4","5 101,4"
2025-10-17,23:00,"13 400,00","4 215,1","4 215,1","4 652,1","4 296,7"
2025-10-17,24:00,"6 270,00","4 016,4","4 016,4","4 445,5","4 016,4"
2025-10-18,01:00,"4 900,00","3 398,4","3 398,4","4 083,6","3 402,5"
2025-10-18,02:00,"4 900,00","3 274,7","3 274,7","4 523,2","3 288,3"
2025-10-18,03:00,"4 577,00","3 076,2","3 076,2","4 543,8","3 089,6"
2025-10-18,04:00,"2 740,00","2 895,3","2 895,3","4 539,3","2 898,6"
2025-10-18,05:00,"2 870,00","2 894,2","2 894,2","4 536,7","2 901,8"
2025-10-18,06:00,"4 090,00","2 918,6","2 918,6","4 441,5","2 927,2"
2025-10-18,07:00,"1 490,00","3 009,3","3 009,3","4 368,4","3 013,7"
2025-10-18,08:00,"4 090,00","3 291,2","3 291,2","4 438,0","3 296,8"
2025-10-18,09:00,"6 770,00","3 942,3","3 942,3","4 391,3","3 949,3"
2025-10-18,10:00,"6 754,00","4 367,7","4 367,7","4 761,5","4 376,2"
2025-10-18,11:00,"5 770,00","4 304,9","4 304,9","5 025,7","4 319,4"
2025-10-18,12:00,"4 577,00","4 169,6","4 169,6","5 203,2","4 184,6"
2025-10-18,13:00,"3 556,67","4 050,1","4 050,1","5 302,5","4 064,9"
2025-10-18,14:00,"3 550,00","4 047,8","4 047,8","5 154,6","4 063,0"
2025-10-18,15:00,"3 780,00","4 095,0","4 095,0","5 026,3","4 123,9"
2025-10-18,16:00,"4 825,00","4 215,8","4 215,8","4 857,7","4 243,7"
2025-10-18,17:00,"5 566,16","4 433,9","4 433,9","4 620,8","4 460,8"
2025-10-18,18:00,"13 000,00","4 859,9","4 859,9","5 068,1","4 866,2"
2025-10-18,19:00,"12 500,00","5 165,2","5 165,2","5 380,3","5 165,2"
2025-10-18,20:00,"12 635,00","5 162,8","5 162,8","5 371,4","5 162,8"
2025-10-18,21:00,"14 899,64","4 986,6","4 986,6","5 014,8","4 986,6"
2025-10-18,22:00,"10 074,00","4 716,2","4 716,2","5 088,3","4 716,2"
2025-10-18,23:00,"7 490,00","4 128,4","4 128,4","4 769,8","4 128,4"
2025-10-18,24:00,"5 470,00","3 710,7","3 710,7","4 295,9","3 710,7"
2025-10-19,01:00,"5 588,07","3 395,2","3 395,2","4 067,5","3 399,5"
2025-10-19,02:00,"4 763,00","3 281,6","3 281,6","4 508,2","3 295,4"
2025-10-19,03:00,"4 463,00","3 091,6","3 091,6","4 629,1","3 105,1"
2025-10-19,04:00,"4 090,00","2 946,7","2 946,7","4 429,6","2 960,1"
2025-10-19,05:00,"2 870,00","2 934,2","2 934,2","4 422,2","2 937,6"
2025-10-19,06:00,"4 090,00","2 956,2","2 956,2","4 497,5","2 964,7"
2025-10-19,07:00,"900,00","2 915,6","2 915,6","4 199,5","2 919,4"
2025-10-19,08:00,"2 500,00","3 084,6","3 084,6","4 400,9","3 089,0"
2025-10-19,09:00,"4 090,00","3 339,6","3 339,6","4 539,9","3 345,1"
2025-10-19,10:00,"4 500,00","3 735,8","3 735,8","4 949,5","3 743,5"
2025-10-19,11:00,"2 980,00","3 821,2","3 821,2","5 259,6","3 835,9"
2025-10-19,12:00,"1 540,00","3 785,5","3 785,5","5 417,2","3 806,6"
2025-10-19,13:00,"490,00","3 689,2","3 689,2","5 456,0","3 701,1"
2025-10-19,14:00,"490,00","3 638,7","3 638,7","5 505,3","3 650,6"
2025-10-19,15:00,"490,00","3 678,7","3 678,7","5 298,9","3 689,9"
2025-10-19,16:00,"2 063,00","3 790,9","3 790,9","5 140,2","3 800,8"
2025-10-19,17:00,"3 839,00","4 046,7","4 046,7","4 804,6","4 075,4"
2025-10-19,18:00,"6 000,00","4 369,9","4 369,9","5 366,2","4 397,0"
2025-10-19,19:00,"7 899,00","4 934,4","4 934,4","5 726,7","4 934,4"
2025-10-19,20:00,"12 500,00","5 191,0","5 191,0","5 537,5","5 211,0"
2025-10-19,21:00,"11 000,00","4 978,5","4 978,5","5 418,4","4 978,5"
2025-10-19,22:00,"9 500,00","4 669,6","4 669,6","5 240,9","4 669,6"
2025-10-19,23:00,"6 500,00","3 944,3","3 944,3","4 825,4","3 944,3"
2025-10-19,24:00,"5 000,00","3 632,9","3 632,9","4 297,3","3 632,9"
2025-10-20,01:00,"4 090,00","3 278,8","3 278,8","3 965,8","3 283,5"
2025-10-20,02:00,"4 090,00","3 192,8","3 192,8","4 442,7","3 207,0"
2025-10-20,03:00,"4 090,00","3 112,4","3 112,4","4 565,9","3 126,4"
2025-10-20,04:00,"1 850,00","2 969,4","2 969,4","4 618,1","2 972,9"
2025-10-20,05:00,"1 555,00","2 955,5","2 955,5","4 590,2","2 959,1"
2025-10-20,06:00,"4 275,00","3 195,6","3 195,6","4 465,3","3 208,6"
2025-10-20,07:00,"5 592,46","3 593,0","3 593,0","3 956,7","3 598,6"
2025-10-20,08:00,"6 900,00","3 953,1","3 953,1","4 035,0","4 349,4"
2025-10-20,09:00,"6 900,00","4 081,1","4 081,1","4 143,0","4 994,1"
2025-10-20,10:00,"6 900,00","4 453,3","4 453,3","4 515,2","5 130,6"
2025-10-20,11:00,"6 500,00","4 730,3","4 730,3","5 033,3","4 787,1"
2025-10-20,12:00,"4 090,00","4 400,6","4 400,6","5 116,0","4 419,3"
2025-10-20,13:00,"1 000,00","4 165,0","4 165,0","5 455,3","4 179,6"
2025-10-20,14:00,"1 000,00","4 208,8","4 208,8","5 624,4","4 223,7"
2025-10-20,15:00,"1 189,00","4 223,6","4 223,6","5 578,8","4 237,9"
2025-10-20,16:00,"4 479,00","4 314,6","4 314,6","5 293,2","4 328,2"
2025-10-20,17:00,"5 567,00","4 363,2","4 363,2","4 697,6","4 395,8"
2025-10-20,18:00,"9 500,00","4 754,7","4 754,7","5 667,3","4 766,4"
2025-10-20,19:00,"14 900,19","5 372,6","5 372,6","5 528,1","5 373,6"
2025-10-20,20:00,"14 952,65","5 314,1","5 314,1","5 314,1","5 512,8"
2025-10-20,21:00,"14 947,78","5 028,6","5 028,6","5 028,6","5 305,8"
2025-10-20,22:00,"14 897,91","4 899,4","4 899,4","5 181,8","4 902,6"
2025-10-20,23:00,"7 000,00","4 094,9","4 094,9","5 124,2","4 095,9"
2025-10-20,24:00,"6 500,00","3 869,0","3 869,0","4 276,3","3 870,0"
2025-10-21,01:00,"4 000,00","4 160,0","4 160,0","4 987,6","4 164,3"
2025-10-21,02:00,"4 000,00","3 962,9","3 962,9","5 278,7","3 976,7"
2025-10-21,03:00,"2 740,00","3 801,2","3 801,2","5 647,8","3 804,8"
2025-10-21,04:00,"198,00","3 651,2","3 651,2","5 593,4","3 651,2"
2025-10-21,05:00,"899,00","3 667,1","3 667,1","5 529,3","3 670,6"
2025-10-21,06:00,"3 780,00","3 788,2","3 788,2","5 464,2","3 805,2"
2025-10-21,07:00,"2 000,00","3 931,2","3 931,2","4 934,2","3 935,7"
2025-10-21,08:00,"6 900,00","4 732,1","4 732,1","4 887,0","4 846,0"
2025-10-21,09:00,"6 900,00","4 896,3","4 896,3","5 047,2","5 460,6"
2025-10-21,10:00,"6 900,00","5 582,9","5 582,9","5 829,2","5 592,8"
2025-10-21,11:00,"4 050,00","5 212,3","5 212,3","6 264,2","5 224,9"
2025-10-21,12:00,"3 750,00","4 931,4","4 931,4","6 301,5","4 952,2"
2025-10-21,13:00,"967,00","4 730,9","4 730,9","6 549,2","4 745,8"
2025-10-21,14:00,"1 167,00","4 723,6","4 723,6","6 551,7","4 738,9"
2025-10-21,15:00,"1 985,00","4 715,2","4 715,2","6 314,5","4 730,3"
2025-10-21,16:00,"3 750,00","4 866,7","4 866,7","5 993,3","4 880,7"
2025-10-21,17:00,"5 562,88","5 003,5","5 003,5","5 270,5","5 014,4"
2025-10-21,18:00,"9 950,00","5 170,7","5 170,7","5 815,4","5 228,7"
2025-10-21,19:00,"13 697,00","5 622,8","5 622,8","6 028,4","5 622,8"
2025-10-21,20:00,"14 950,00","5 632,8","5 632,8","5 632,8","5 834,0"
2025-10-21,21:00,"15 000,00","5 405,8","5 405,8","5 405,8","5 615,4"
2025-10-21,22:00,"12 312,00","5 251,7","5 251,7","5 818,9","5 251,7"
2025-10-21,23:00,"7 000,00","4 647,7","4 647,7","5 734,2","4 647,7"
2025-10-21,24:00,"5 290,00","4 369,2","4 369,2","4 886,4","4 369,2"
2025-10-22,01:00,"3 400,00","4 250,3","4 250,3","5 080,9","4 290,9"
2025-10-22,02:00,"3 066,00","4 056,3","4 056,3","5 503,1","4 060,1"
2025-10-22,03:00,"4 090,00","3 908,0","3 908,0","5 663,9","4 023,9"
2025-10-22,04:00,"3 000,00","3 859,7","3 859,7","5 617,9","3 909,4"
2025-10-22,05:00,"3 000,00","3 847,4","3 847,4","5 591,6","3 886,2"
2025-10-22,06:00,"4 090,00","3 883,3","3 883,3","5 442,9","3 994,4"
2025-10-22,07:00,"3 400,00","4 056,4","4 056,4","4 714,5","4 140,4"
2025-10-22,08:00,"6 894,02","4 903,7","4 903,7","5 116,1","5 003,4"
2025-10-22,09:00,"6 900,00","5 148,2","5 148,2","5 160,2","5 666,0"
2025-10-22,10:00,"6 900,00","5 550,3","5 550,3","5 562,3","5 853,0"
2025-10-22,11:00,"6 500,00","5 401,6","5 401,6","5 679,0","5 573,4"
2025-10-22,12:00,"1 829,00","5 288,6","5 288,6","5 859,4","5 302,3"
2025-10-22,13:00,"3 450,00","5 130,4","5 130,4","5 921,7","5 146,9"
2025-10-22,14:00,"3 400,00","5 122,9","5 122,9","5 785,2","5 147,3"
2025-10-22,15:00,"4 200,00","5 081,3","5 081,3","5 522,4","5 186,9"
2025-10-22,16:00,"5 539,66","5 098,2","5 098,2","5 229,9","5 222,2"
2025-10-22,17:00,"5 600,00","5 039,0","5 039,0","5 045,0","5 275,2"
2025-10-22,18:00,"10 392,00","5 326,0","5 326,0","5 782,1","5 479,9"
2025-10-22,19:00,"12 000,00","5 685,9","5 685,9","6 160,9","5 830,9"
2025-10-22,20:00,"14 901,18","5 987,0","5 987,0","6 027,5","6 132,0"
2025-10-22,21:00,"14 899,53","5 761,3","5 761,3","5 769,5","5 905,3"
2025-10-22,22:00,"10 400,00","5 332,1","5 332,1","5 759,3","5 476,1"
2025-10-22,23:00,"6 500,00","4 824,9","4 824,9","5 728,8","4 918,9"
2025-10-22,24:00,"4 900,00","4 459,8","4 459,8","5 162,8","4 553,8"
2025-10-23,01:00,"5 600,00","3 928,2","3 928,2","4 117,9","4 132,5"
2025-10-23,02:00,"5 595,02","3 705,3","3 705,3","4 308,6","3 823,1"
2025-10-23,03:00,"5 588,71","3 689,5","3 689,5","4 437,9","3 807,1"
2025-10-23,04:00,"5 591,04","3 446,5","3 446,5","4 210,3","3 583,0"
2025-10-23,05:00,"5 592,07","3 456,8","3 456,8","4 186,6","3 592,3"
2025-10-23,06:00,"5 600,00","3 560,6","3 560,6","4 044,4","3 756,7"
2025-10-23,07:00,"5 592,39","3 361,4","3 361,4","3 591,4","3 539,1"
2025-10-23,08:00,"6 894,16","3 711,6","3 711,6","3 756,7","4 621,6"
2025-10-23,09:00,"6 897,84","3 646,7","3 646,7","3 662,8","5 153,9"
2025-10-23,10:00,"6 897,99","4 170,2","4 170,2","4 198,4","5 247,8"
2025-10-23,11:00,"6 894,93","4 742,5","4 742,5","4 770,7","4 922,4"
2025-10-23,12:00,"4 424,00","4 395,1","4 395,1","4 759,2","4 519,0"
2025-10-23,13:00,"1 790,00","4 252,8","4 252,8","4 879,2","4 263,2"
2025-10-23,14:00,"1 790,00","4 160,7","4 160,7","4 819,2","4 172,1"
2025-10-23,15:00,"2 990,00","4 171,5","4 171,5","4 904,9","4 182,4"
2025-10-23,16:00,"3 450,00","4 285,8","4 285,8","4 956,4","4 295,9"
2025-10-23,17:00,"4 741,00","4 378,7","4 378,7","4 748,6","4 501,2"
2025-10-23,18:00,"9 345,00","4 522,2","4 522,2","4 815,4","4 643,4"
2025-10-23,19:00,"14 902,00","4 861,8","4 861,8","4 990,8","4 976,8"
2025-10-23,20:00,"14 897,08","4 994,9","4 994,9","5 127,5","5 109,9"
2025-10-23,21:00,"14 898,14","4 799,4","4 799,4","4 882,4","4 914,4"
2025-10-23,22:00,"9 190,00","4 403,1","4 403,1","4 851,3","4 517,1"
2025-10-23,23:00,"2 900,00","3 596,7","3 596,7","4 783,0","3 596,7"
2025-10-23,24:00,"4 000,00","3 607,8","3 607,8","4 072,6","3 627,3"
2025-10-24,01:00,"5 600,00","3 017,6","3 017,6","3 519,2","3 147,9"
2025-10-24,02:00,"3 780,00","2 783,4","2 783,4","4 477,2","2 870,4"
2025-10-24,03:00,"3 722,00","2 826,9","2 826,9","4 751,1","2 860,5"
2025-10-24,04:00,"2 000,00","2 723,2","2 723,2","4 796,9","2 754,2"
2025-10-24,05:00,"2 640,40","2 711,5","2 711,5","4 767,6","2 745,0"
2025-10-24,06:00,"3 592,00","2 697,7","2 697,7","4 455,0","2 731,4"
2025-10-24,07:00,"1 490,00","2 520,9","2 520,9","3 651,8","2 525,4"
2025-10-24,08:00,"6 894,08","3 545,2","3 545,2","3 757,4","3 684,9"
2025-10-24,09:00,"6 892,00","3 669,0","3 669,0","3 759,0","4 398,6"
2025-10-24,10:00,"6 896,83","3 820,4","3 820,4","3 910,4","4 779,3"
2025-10-24,11:00,"6 900,00","3 788,5","3 788,5","3 878,5","4 148,6"
2025-10-24,12:00,"5 538,44","3 688,2","3 688,2","3 796,0","3 901,3"
2025-10-24,13:00,"5 123,00","3 436,8","3 436,8","3 839,4","3 633,9"
2025-10-24,14:00,"3 970,00","3 378,8","3 378,8","3 785,6","3 518,1"
2025-10-24,15:00,"4 000,00","3 433,6","3 433,6","3 813,9","3 481,6"
2025-10-24,16:00,"4 000,00","3 373,5","3 373,5","3 763,5","3 483,4"
2025-10-24,17:00,"5 563,86","3 621,6","3 621,6","3 756,8","3 766,7"
2025-10-24,18:00,"5 990,00","3 603,3","3 603,3","4 331,7","3 774,0"
2025-10-24,19:00,"12 000,00","4 363,9","4 363,9","4 746,9","4 527,9"
2025-10-24,20:00,"12 999,00","4 456,9","4 456,9","4 795,4","4 620,9"
