Date,Month,Day,Hour,global_tilted_irradiance_instant
2 - 5,2,5,14,25.834665
2 - 5,2,5,15,4.4494185
2 - 5,2,5,16,0.0
2 - 5,2,5,17,0.0
2 - 5,2,5,18,0.0
2 - 5,2,5,19,0.0
2 - 5,2,5,20,0.0
2 - 5,2,5,21,0.0
2 - 5,2,5,22,0.0
2 - 5,2,5,23,0.0
2 - 6,2,6,0,0.0
2 - 6,2,6,1,0.0
2 - 6,2,6,2,0.0
2 - 6,2,6,3,0.0
2 - 6,2,6,4,0.0
2 - 6,2,6,5,0.0
2 - 6,2,6,6,13.173999
2 - 6,2,6,7,50.316032
2 - 6,2,6,8,67.31785
2 - 6,2,6,9,76.40138
2 - 6,2,6,10,107.068245
2 - 6,2,6,11,131.00008
2 - 6,2,6,12,106.86274
2 - 6,2,6,13,121.74686
2 - 6,2,6,14,69.904175
2 - 6,2,6,15,13.782678
2 - 6,2,6,16,0.0
2 - 6,2,6,17,0.0
2 - 6,2,6,18,0.0
2 - 6,2,6,19,0.0
2 - 6,2,6,20,0.0
2 - 6,2,6,21,0.0
2 - 6,2,6,22,0.0
2 - 6,2,6,23,0.0
2 - 7,2,7,0,0.0
2 - 7,2,7,1,0.0
2 - 7,2,7,2,0.0
2 - 7,2,7,3,0.0
2 - 7,2,7,4,0.0
2 - 7,2,7,5,0.0
2 - 7,2,7,6,5.977032
2 - 7,2,7,7,46.778774
2 - 7,2,7,8,66.85251
2 - 7,2,7,9,83.2827
2 - 7,2,7,10,126.96356
2 - 7,2,7,11,134.89781
2 - 7,2,7,12,135.6818
2 - 7,2,7,13,103.569405
2 - 7,2,7,14,67.588715
2 - 7,2,7,15,15.396989
2 - 7,2,7,16,0.0
2 - 7,2,7,17,0.0
2 - 7,2,7,18,0.0
2 - 7,2,7,19,0.0
2 - 7,2,7,20,0.0
2 - 7,2,7,21,0.0
2 - 7,2,7,22,0.0
2 - 7,2,7,23,0.0
2 - 8,2,8,0,0.0
2 - 8,2,8,1,0.0
2 - 8,2,8,2,0.0
2 - 8,2,8,3,0.0
2 - 8,2,8,4,0.0
2 - 8,2,8,5,0.0
2 - 8,2,8,6,11.016843
2 - 8,2,8,7,46.162354
2 - 8,2,8,8,99.59877
2 - 8,2,8,9,132.88828
2 - 8,2,8,10,166.82271
2 - 8,2,8,11,168.94342
2 - 8,2,8,12,172.21146
2 - 8,2,8,13,114.86627
2 - 8,2,8,14,72.34442
2 - 8,2,8,15,17.35151
2 - 8,2,8,16,0.0
2 - 8,2,8,17,0.0
2 - 8,2,8,18,0.0
2 - 8,2,8,19,0.0
2 - 8,2,8,20,0.0
2 - 8,2,8,21,0.0
2 - 8,2,8,22,0.0
2 - 8,2,8,23,0.0
2 - 9,2,9,0,0.0
2 - 9,2,9,1,0.0
2 - 9,2,9,2,0.0
2 - 9,2,9,3,0.0
2 - 9,2,9,4,0.0
2 - 9,2,9,5,0.0
2 - 9,2,9,6,20.41046
2 - 9,2,9,7,73.195656
2 - 9,2,9,8,123.00805
2 - 9,2,9,9,144.45369
2 - 9,2,9,10,112.78545
2 - 9,2,9,11,100.98092
2 - 9,2,9,12,85.27526
2 - 9,2,9,13,89.759674
2 - 9,2,9,14,56.337162
2 - 9,2,9,15,16.789307
2 - 9,2,9,16,0.0
2 - 9,2,9,17,0.0
2 - 9,2,9,18,0.0
2 - 9,2,9,19,0.0
2 - 9,2,9,20,0.0
2 - 9,2,9,21,0.0
2 - 9,2,9,22,0.0
2 - 9,2,9,23,0.0
2 - 10,2,10,0,0.0
2 - 10,2,10,1,0.0
2 - 10,2,10,2,0.0
2 - 10,2,10,3,0.0
2 - 10,2,10,4,0.0
2 - 10,2,10,5,0.0
2 - 10,2,10,6,19.177626
2 - 10,2,10,7,59.382286
2 - 10,2,10,8,100.55838
2 - 10,2,10,9,113.23945
2 - 10,2,10,10,85.02386
2 - 10,2,10,11,76.11192
2 - 10,2,10,12,70.15329
2 - 10,2,10,13,88.62651
2 - 10,2,10,14,56.655243
2 - 10,2,10,15,18.716434
2 - 10,2,10,16,0.0
2 - 10,2,10,17,0.0
2 - 10,2,10,18,0.0
2 - 10,2,10,19,0.0
2 - 10,2,10,20,0.0
2 - 10,2,10,21,0.0
2 - 10,2,10,22,0.0
2 - 10,2,10,23,0.0
2 - 11,2,11,0,0.0
2 - 11,2,11,1,0.0
2 - 11,2,11,2,0.0
2 - 11,2,11,3,0.0
2 - 11,2,11,4,0.0
2 - 11,2,11,5,0.0
2 - 11,2,11,6,13.309043
2 - 11,2,11,7,65.59682
2 - 11,2,11,8,118.89817
2 - 11,2,11,9,165.84229
2 - 11,2,11,10,194.05215
2 - 11,2,11,11,185.24445
2 - 11,2,11,12,165.59904
2 - 11,2,11,13,122.13546
2 - 11,2,11,14,78.414246
2 - 11,2,11,15,24.38252
2 - 11,2,11,16,0.0
2 - 11,2,11,17,0.0
2 - 11,2,11,18,0.0
2 - 11,2,11,19,0.0
2 - 11,2,11,20,0.0
2 - 11,2,11,21,0.0
2 - 11,2,11,22,0.0
2 - 11,2,11,23,0.0
2 - 12,2,12,0,0.0
2 - 12,2,12,1,0.0
2 - 12,2,12,2,0.0
2 - 12,2,12,3,0.0
2 - 12,2,12,4,0.0
2 - 12,2,12,5,0.0
2 - 12,2,12,6,24.962366
2 - 12,2,12,7,83.35956
2 - 12,2,12,8,124.82637
2 - 12,2,12,9,130.87756
2 - 12,2,12,10,103.78349
2 - 12,2,12,11,92.336624
2 - 12,2,12,12,77.15645
2 - 12,2,12,13,81.13743
2 - 12,2,12,14,48.25296
2 - 12,2,12,15,18.741472
2 - 12,2,12,16,0.0
2 - 12,2,12,17,0.0
2 - 12,2,12,18,0.0
2 - 12,2,12,19,0.0
2 - 12,2,12,20,0.0
2 - 12,2,12,21,0.0
2 - 12,2,12,22,0.0
2 - 12,2,12,23,0.0
2 - 13,2,13,0,0.0
2 - 13,2,13,1,0.0
2 - 13,2,13,2,0.0
2 - 13,2,13,3,0.0
2 - 13,2,13,4,0.0
2 - 13,2,13,5,0.0
2 - 13,2,13,6,19.878021
2 - 13,2,13,7,67.22546
2 - 13,2,13,8,97.06383
2 - 13,2,13,9,87.546005
2 - 13,2,13,10,86.188354
2 - 13,2,13,11,99.63632
2 - 13,2,13,12,97.69404
2 - 13,2,13,13,83.75149
2 - 13,2,13,14,59.066776
2 - 13,2,13,15,23.470097
2 - 13,2,13,16,0.0
2 - 13,2,13,17,0.0
2 - 13,2,13,18,0.0
2 - 13,2,13,19,0.0
2 - 13,2,13,20,0.0
2 - 13,2,13,21,0.0
2 - 13,2,13,22,0.0
2 - 13,2,13,23,0.0
2 - 14,2,14,0,0.0
2 - 14,2,14,1,0.0
2 - 14,2,14,2,0.0
2 - 14,2,14,3,0.0
2 - 14,2,14,4,0.0
2 - 14,2,14,5,0.0
2 - 14,2,14,6,22.31094
2 - 14,2,14,7,77.77539
2 - 14,2,14,8,128.69771
2 - 14,2,14,9,138.91922
2 - 14,2,14,10,156.34134
2 - 14,2,14,11,142.78336
2 - 14,2,14,12,111.4295
2 - 14,2,14,13,130.20319
2 - 14,2,14,14,43.05765
2 - 14,2,14,15,7.356501
2 - 14,2,14,16,0.0
2 - 14,2,14,17,0.0
2 - 14,2,14,18,0.0
2 - 14,2,14,19,0.0
2 - 14,2,14,20,0.0
2 - 14,2,14,21,0.0
2 - 14,2,14,22,0.0
2 - 14,2,14,23,0.0
2 - 15,2,15,0,0.0
2 - 15,2,15,1,0.0
2 - 15,2,15,2,0.0
2 - 15,2,15,3,0.0
2 - 15,2,15,4,0.0
2 - 15,2,15,5,0.0
2 - 15,2,15,6,17.48266
2 - 15,2,15,7,72.5204
2 - 15,2,15,8,149.01073
2 - 15,2,15,9,154.04709
2 - 15,2,15,10,198.43028
2 - 15,2,15,11,209.83017
2 - 15,2,15,12,190.36679
2 - 15,2,15,13,119.44886
2 - 15,2,15,14,82.95486
2 - 15,2,15,15,27.083944
2 - 15,2,15,16,0.0
2 - 15,2,15,17,0.0
2 - 15,2,15,18,0.0
2 - 15,2,15,19,0.0
2 - 15,2,15,20,0.0
2 - 15,2,15,21,0.0
2 - 15,2,15,22,0.0
2 - 15,2,15,23,0.0
2 - 16,2,16,0,0.0
2 - 16,2,16,1,0.0
2 - 16,2,16,2,0.0
2 - 16,2,16,3,0.0
2 - 16,2,16,4,0.0
2 - 16,2,16,5,0.0
2 - 16,2,16,6,26.86434
2 - 16,2,16,7,67.155815
2 - 16,2,16,8,78.48563
2 - 16,2,16,9,96.54777
2 - 16,2,16,10,116.66372
2 - 16,2,16,11,133.52841
2 - 16,2,16,12,108.071945
2 - 16,2,16,13,95.554665
2 - 16,2,16,14,60.776012
2 - 16,2,16,15,29.351843
2 - 16,2,16,16,0.0
2 - 16,2,16,17,0.0
2 - 16,2,16,18,0.0
2 - 16,2,16,19,0.0
2 - 16,2,16,20,0.0
2 - 16,2,16,21,0.0
2 - 16,2,16,22,0.0
2 - 16,2,16,23,0.0
2 - 17,2,17,0,0.0
2 - 17,2,17,1,0.0
2 - 17,2,17,2,0.0
2 - 17,2,17,3,0.0
2 - 17,2,17,4,0.0
2 - 17,2,17,5,0.0
2 - 17,2,17,6,25.350864
2 - 17,2,17,7,72.33378
2 - 17,2,17,8,80.12695
2 - 17,2,17,9,92.47615
2 - 17,2,17,10,108.973625
2 - 17,2,17,11,103.1138
2 - 17,2,17,12,104.52431
2 - 17,2,17,13,134.22194
2 - 17,2,17,14,95.25174
2 - 17,2,17,15,33.878704
2 - 17,2,17,16,0.0
2 - 17,2,17,17,0.0
2 - 17,2,17,18,0.0
2 - 17,2,17,19,0.0
2 - 17,2,17,20,0.0
2 - 17,2,17,21,0.0
2 - 17,2,17,22,0.0
2 - 17,2,17,23,0.0
2 - 18,2,18,0,0.0
2 - 18,2,18,1,0.0
2 - 18,2,18,2,0.0
2 - 18,2,18,3,0.0
2 - 18,2,18,4,0.0
2 - 18,2,18,5,0.0
2 - 18,2,18,6,27.486897
2 - 18,2,18,7,62.547115
2 - 18,2,18,8,75.21927
2 - 18,2,18,9,80.899
2 - 18,2,18,10,82.926765
2 - 18,2,18,11,76.278206
2 - 18,2,18,12,70.610535
2 - 18,2,18,13,72.49295
2 - 18,2,18,14,63.302975
2 - 18,2,18,15,33.029293
2 - 18,2,18,16,0.0
2 - 18,2,18,17,0.0
2 - 18,2,18,18,0.0
2 - 18,2,18,19,0.0
2 - 18,2,18,20,0.0
2 - 18,2,18,21,0.0
2 - 18,2,18,22,0.0
2 - 18,2,18,23,0.0
2 - 19,2,19,0,0.0
2 - 19,2,19,1,0.0
2 - 19,2,19,2,0.0
2 - 19,2,19,3,0.0
2 - 19,2,19,4,0.0
2 - 19,2,19,5,0.0
2 - 19,2,19,6,29.179743
2 - 19,2,19,7,63.46973
2 - 19,2,19,8,77.29008
2 - 19,2,19,9,77.02999
2 - 19,2,19,10,116.43423
2 - 19,2,19,11,164.12474
2 - 19,2,19,12,149.0549
2 - 19,2,19,13,105.34833
2 - 19,2,19,14,74.22952
2 - 19,2,19,15,33.764328
2 - 19,2,19,16,0.0
2 - 19,2,19,17,0.0
2 - 19,2,19,18,0.0
2 - 19,2,19,19,0.0
2 - 19,2,19,20,0.0
2 - 19,2,19,21,0.0
2 - 19,2,19,22,0.0
2 - 19,2,19,23,0.0
2 - 20,2,20,0,0.0
2 - 20,2,20,1,0.0
2 - 20,2,20,2,0.0
2 - 20,2,20,3,0.0
2 - 20,2,20,4,0.0
2 - 20,2,20,5,0.0
2 - 20,2,20,6,27.433851
2 - 20,2,20,7,87.85561
2 - 20,2,20,8,139.86488
2 - 20,2,20,9,123.11324
2 - 20,2,20,10,169.73839
2 - 20,2,20,11,173.67833
2 - 20,2,20,12,169.71678
2 - 20,2,20,13,149.33545
2 - 20,2,20,14,83.28376
2 - 20,2,20,15,34.955658
2 - 20,2,20,16,0.0
2 - 20,2,20,17,0.0
2 - 20,2,20,18,0.0
2 - 20,2,20,19,0.0
2 - 20,2,20,20,0.0
2 - 20,2,20,21,0.0
2 - 20,2,20,22,0.0
2 - 20,2,20,23,0.0
2 - 21,2,21,0,0.0
2 - 21,2,21,1,0.0
2 - 21,2,21,2,0.0
2 - 21,2,21,3,0.0
2 - 21,2,21,4,0.0
2 - 21,2,21,5,0.0
2 - 21,2,21,6,34.57812
2 - 21,2,21,7,66.55749
2 - 21,2,21,8,78.32176
2 - 21,2,21,9,87.96568
2 - 21,2,21,10,125.21632
2 - 21,2,21,11,85.57443
2 - 21,2,21,12,79.55185
2 - 21,2,21,13,67.18952
2 - 21,2,21,14,53.71465
2 - 21,2,21,15,28.118977
2 - 21,2,21,16,0.0
2 - 21,2,21,17,0.0
2 - 21,2,21,18,0.0
2 - 21,2,21,19,0.0
2 - 21,2,21,20,0.0
2 - 21,2,21,21,0.0
2 - 21,2,21,22,0.0
2 - 21,2,21,23,0.0
2 - 22,2,22,0,0.0
2 - 22,2,22,1,0.0
2 - 22,2,22,2,0.0
2 - 22,2,22,3,0.0
2 - 22,2,22,4,0.0
2 - 22,2,22,5,0.0
2 - 22,2,22,6,45.272717
2 - 22,2,22,7,117.22006
2 - 22,2,22,8,151.63455
2 - 22,2,22,9,180.84079
2 - 22,2,22,10,164.16714
2 - 22,2,22,11,101.71638
2 - 22,2,22,12,77.06617
2 - 22,2,22,13,68.06565
2 - 22,2,22,14,53.900543
2 - 22,2,22,15,34.07215
2 - 22,2,22,16,0.0
2 - 22,2,22,17,0.0
2 - 22,2,22,18,0.0
2 - 22,2,22,19,0.0
2 - 22,2,22,20,0.0
2 - 22,2,22,21,0.0
2 - 22,2,22,22,0.0
2 - 22,2,22,23,0.0
2 - 23,2,23,0,0.0
2 - 23,2,23,1,0.0
2 - 23,2,23,2,0.0
2 - 23,2,23,3,0.0
2 - 23,2,23,4,0.0
2 - 23,2,23,5,0.0
2 - 23,2,23,6,34.324123
2 - 23,2,23,7,64.58821
2 - 23,2,23,8,77.05126
2 - 23,2,23,9,84.0324
2 - 23,2,23,10,85.20947
2 - 23,2,23,11,83.92513
2 - 23,2,23,12,78.012085
2 - 23,2,23,13,67.41027
2 - 23,2,23,14,53.41637
2 - 23,2,23,15,29.017576
2 - 23,2,23,16,0.0
2 - 23,2,23,17,0.0
2 - 23,2,23,18,0.0
2 - 23,2,23,19,0.0
2 - 23,2,23,20,0.0
2 - 23,2,23,21,0.0
2 - 23,2,23,22,0.0
2 - 23,2,23,23,0.0
2 - 24,2,24,0,0.0
2 - 24,2,24,1,0.0
2 - 24,2,24,2,0.0
2 - 24,2,24,3,0.0
2 - 24,2,24,4,0.0
2 - 24,2,24,5,0.0
2 - 24,2,24,6,35.296154
2 - 24,2,24,7,65.44524
2 - 24,2,24,8,77.95493
2 - 24,2,24,9,83.924484
2 - 24,2,24,10,86.09444
2 - 24,2,24,11,84.806595
2 - 24,2,24,12,78.8718
2 - 24,2,24,13,69.898415
2 - 24,2,24,14,54.287365
2 - 24,2,24,15,29.974174
2 - 24,2,24,16,0.0
2 - 24,2,24,17,0.0
2 - 24,2,24,18,0.0
2 - 24,2,24,19,0.0
2 - 24,2,24,20,0.0
2 - 24,2,24,21,0.0
2 - 24,2,24,22,0.0
2 - 24,2,24,23,0.0
2 - 25,2,25,0,0.0
2 - 25,2,25,1,0.0
2 - 25,2,25,2,0.0
2 - 25,2,25,3,0.0
2 - 25,2,25,4,0.0
2 - 25,2,25,5,0.0
2 - 25,2,25,6,37.875706
2 - 25,2,25,7,92.99282
2 - 25,2,25,8,139.8419
2 - 25,2,25,9,137.57138
2 - 25,2,25,10,133.46663
2 - 25,2,25,11,118.6953
2 - 25,2,25,12,81.5959
2 - 25,2,25,13,70.90382
2 - 25,2,25,14,55.305553
2 - 25,2,25,15,31.589245
2 - 25,2,25,16,0.0
2 - 25,2,25,17,0.0
2 - 25,2,25,18,0.0
2 - 25,2,25,19,0.0
2 - 25,2,25,20,0.0
2 - 25,2,25,21,0.0
2 - 25,2,25,22,0.0
2 - 25,2,25,23,0.0
2 - 26,2,26,0,0.0
2 - 26,2,26,1,0.0
2 - 26,2,26,2,0.0
2 - 26,2,26,3,0.0
2 - 26,2,26,4,0.0
2 - 26,2,26,5,0.0
2 - 26,2,26,6,41.246365
2 - 26,2,26,7,68.49235
2 - 26,2,26,8,81.06852
2 - 26,2,26,9,87.97661
2 - 26,2,26,10,92.79306
2 - 26,2,26,11,93.06644
2 - 26,2,26,12,89.4017
2 - 26,2,26,13,84.76858
2 - 26,2,26,14,62.88106
2 - 26,2,26,15,35.472115
2 - 26,2,26,16,0.0
2 - 26,2,26,17,0.0
2 - 26,2,26,18,0.0
2 - 26,2,26,19,0.0
2 - 26,2,26,20,0.0
2 - 26,2,26,21,0.0
2 - 26,2,26,22,0.0
2 - 26,2,26,23,0.0
2 - 27,2,27,0,0.0
2 - 27,2,27,1,0.0
2 - 27,2,27,2,0.0
2 - 27,2,27,3,0.0
2 - 27,2,27,4,0.0
2 - 27,2,27,5,0.0
2 - 27,2,27,6,47.82417
2 - 27,2,27,7,81.18373
2 - 27,2,27,8,136.86833
2 - 27,2,27,9,181.22256
2 - 27,2,27,10,133.5147
2 - 27,2,27,11,115.30508
2 - 27,2,27,12,96.24471
2 - 27,2,27,13,84.0054
2 - 27,2,27,14,58.569523
2 - 27,2,27,15,34.727047
2 - 27,2,27,16,0.0
2 - 27,2,27,17,0.0
2 - 27,2,27,18,0.0
2 - 27,2,27,19,0.0
2 - 27,2,27,20,0.0
2 - 27,2,27,21,0.0
2 - 27,2,27,22,0.0
2 - 27,2,27,23,0.0
2 - 28,2,28,0,0.0
2 - 28,2,28,1,0.0
2 - 28,2,28,2,0.0
2 - 28,2,28,3,0.0
2 - 28,2,28,4,0.0
2 - 28,2,28,5,0.0
2 - 28,2,28,6,23.744984
2 - 28,2,28,7,69.522865
2 - 28,2,28,8,131.19687
2 - 28,2,28,9,179.3661
2 - 28,2,28,10,212.25249
2 - 28,2,28,11,236.06818
2 - 28,2,28,12,212.04802
2 - 28,2,28,13,99.37788
2 - 28,2,28,14,73.42332
2 - 28,2,28,15,28.155552
2 - 28,2,28,16,0.0
2 - 28,2,28,17,0.0
2 - 28,2,28,18,0.0
2 - 28,2,28,19,0.0
2 - 28,2,28,20,0.0
2 - 28,2,28,21,0.0
2 - 28,2,28,22,0.0
2 - 28,2,28,23,0.0
3 - 1,3,1,0,0.0
3 - 1,3,1,1,0.0
3 - 1,3,1,2,0.0
3 - 1,3,1,3,0.0
3 - 1,3,1,4,0.0
3 - 1,3,1,5,0.0
3 - 1,3,1,6,38.213722
3 - 1,3,1,7,89.76303
3 - 1,3,1,8,155.68011
3 - 1,3,1,9,173.33809
3 - 1,3,1,10,191.20193
3 - 1,3,1,11,194.28389
3 - 1,3,1,12,183.68173
3 - 1,3,1,13,116.39931
3 - 1,3,1,14,83.89475
3 - 1,3,1,15,44.575375
3 - 1,3,1,16,0.0
3 - 1,3,1,17,0.0
3 - 1,3,1,18,0.0
3 - 1,3,1,19,0.0
3 - 1,3,1,20,0.0
3 - 1,3,1,21,0.0
3 - 1,3,1,22,0.0
3 - 1,3,1,23,0.0
3 - 2,3,2,0,0.0
3 - 2,3,2,1,0.0
3 - 2,3,2,2,0.0
3 - 2,3,2,3,0.0
3 - 2,3,2,4,0.0
3 - 2,3,2,5,0.0
3 - 2,3,2,6,40.632645
3 - 2,3,2,7,74.81768
3 - 2,3,2,8,144.80397
3 - 2,3,2,9,195.2625
3 - 2,3,2,10,197.16098
3 - 2,3,2,11,209.20607
3 - 2,3,2,12,191.89392
3 - 2,3,2,13,154.1936
3 - 2,3,2,14,95.32438
3 - 2,3,2,15,50.09403
3 - 2,3,2,16,0.0
3 - 2,3,2,17,0.0
3 - 2,3,2,18,0.0
3 - 2,3,2,19,0.0
3 - 2,3,2,20,0.0
3 - 2,3,2,21,0.0
3 - 2,3,2,22,0.0
3 - 2,3,2,23,0.0
3 - 3,3,3,0,0.0
3 - 3,3,3,1,0.0
3 - 3,3,3,2,0.0
3 - 3,3,3,3,0.0
3 - 3,3,3,4,0.0
3 - 3,3,3,5,0.0
3 - 3,3,3,6,25.106138
3 - 3,3,3,7,55.225887
3 - 3,3,3,8,105.88647
3 - 3,3,3,9,165.96552
3 - 3,3,3,10,137.11128
3 - 3,3,3,11,147.62076
3 - 3,3,3,12,155.59972
3 - 3,3,3,13,85.39554
3 - 3,3,3,14,77.07666
3 - 3,3,3,15,43.637527
3 - 3,3,3,16,0.0
3 - 3,3,3,17,0.0
3 - 3,3,3,18,0.0
3 - 3,3,3,19,0.0
3 - 3,3,3,20,0.0
3 - 3,3,3,21,0.0
3 - 3,3,3,22,0.0
3 - 3,3,3,23,0.0
3 - 4,3,4,0,0.0
3 - 4,3,4,1,0.0
3 - 4,3,4,2,0.0
3 - 4,3,4,3,0.0
3 - 4,3,4,4,0.0
3 - 4,3,4,5,0.0
3 - 4,3,4,6,52.467876
3 - 4,3,4,7,105.84847
3 - 4,3,4,8,103.49396
3 - 4,3,4,9,93.99439
3 - 4,3,4,10,95.46614
3 - 4,3,4,11,99.85406
3 - 4,3,4,12,87.8941
3 - 4,3,4,13,76.069046
3 - 4,3,4,14,61.350502
3 - 4,3,4,15,38.002262
3 - 4,3,4,16,0.0
3 - 4,3,4,17,0.0
3 - 4,3,4,18,0.0
3 - 4,3,4,19,0.0
3 - 4,3,4,20,0.0
3 - 4,3,4,21,0.0
3 - 4,3,4,22,0.0
3 - 4,3,4,23,0.0
3 - 5,3,5,0,0.0
3 - 5,3,5,1,0.0
3 - 5,3,5,2,0.0
3 - 5,3,5,3,0.0
3 - 5,3,5,4,0.0
3 - 5,3,5,5,0.0
3 - 5,3,5,6,50.277832
3 - 5,3,5,7,76.163605
3 - 5,3,5,8,88.129234
3 - 5,3,5,9,95.18075
3 - 5,3,5,10,104.650154
3 - 5,3,5,11,102.84023
3 - 5,3,5,12,93.98857
3 - 5,3,5,13,76.39724
3 - 5,3,5,14,61.669113
3 - 5,3,5,15,39.678997
3 - 5,3,5,16,1.1686487
3 - 5,3,5,17,0.0
3 - 5,3,5,18,0.0
3 - 5,3,5,19,0.0
3 - 5,3,5,20,0.0
3 - 5,3,5,21,0.0
3 - 5,3,5,22,0.0
3 - 5,3,5,23,0.0
3 - 6,3,6,0,0.0
3 - 6,3,6,1,0.0
3 - 6,3,6,2,0.0
3 - 6,3,6,3,0.0
3 - 6,3,6,4,0.0
3 - 6,3,6,5,0.0
3 - 6,3,6,6,52.48438
3 - 6,3,6,7,76.00851
3 - 6,3,6,8,87.108505
3 - 6,3,6,9,96.7194
3 - 6,3,6,10,108.96258
3 - 6,3,6,11,109.60763
3 - 6,3,6,12,99.521996
3 - 6,3,6,13,80.051254
3 - 6,3,6,14,61.81845
3 - 6,3,6,15,40.64419
3 - 6,3,6,16,2.412743
3 - 6,3,6,17,0.0
3 - 6,3,6,18,0.0
3 - 6,3,6,19,0.0
3 - 6,3,6,20,0.0
3 - 6,3,6,21,0.0
3 - 6,3,6,22,0.0
3 - 6,3,6,23,0.0
3 - 7,3,7,0,0.0
3 - 7,3,7,1,0.0
3 - 7,3,7,2,0.0
3 - 7,3,7,3,0.0
3 - 7,3,7,4,0.0
3 - 7,3,7,5,0.0
3 - 7,3,7,6,57.73147
3 - 7,3,7,7,97.416245
3 - 7,3,7,8,162.93747
3 - 7,3,7,9,179.28691
3 - 7,3,7,10,195.70546
3 - 7,3,7,11,185.36055
3 - 7,3,7,12,165.42989
3 - 7,3,7,13,127.817726
3 - 7,3,7,14,110.15517
3 - 7,3,7,15,71.14171
3 - 7,3,7,16,5.154796
3 - 7,3,7,17,0.0
3 - 7,3,7,18,0.0
3 - 7,3,7,19,0.0
3 - 7,3,7,20,0.0
3 - 7,3,7,21,0.0
3 - 7,3,7,22,0.0
3 - 7,3,7,23,0.0
3 - 8,3,8,0,0.0
3 - 8,3,8,1,0.0
3 - 8,3,8,2,0.0
3 - 8,3,8,3,0.0
3 - 8,3,8,4,0.0
3 - 8,3,8,5,0.0
3 - 8,3,8,6,75.00281
3 - 8,3,8,7,107.34548
3 - 8,3,8,8,109.525055
3 - 8,3,8,9,126.67536
3 - 8,3,8,10,153.98122
3 - 8,3,8,11,140.69534
3 - 8,3,8,12,116.020874
3 - 8,3,8,13,96.101265
3 - 8,3,8,14,78.12542
3 - 8,3,8,15,56.566025
3 - 8,3,8,16,6.121425
3 - 8,3,8,17,0.0
3 - 8,3,8,18,0.0
3 - 8,3,8,19,0.0
3 - 8,3,8,20,0.0
3 - 8,3,8,21,0.0
3 - 8,3,8,22,0.0
3 - 8,3,8,23,0.0
3 - 9,3,9,0,0.0
3 - 9,3,9,1,0.0
3 - 9,3,9,2,0.0
3 - 9,3,9,3,0.0
3 - 9,3,9,4,0.0
3 - 9,3,9,5,16.709976
3 - 9,3,9,6,57.275036
3 - 9,3,9,7,90.09676
3 - 9,3,9,8,118.38068
3 - 9,3,9,9,137.8141
3 - 9,3,9,10,146.10696
3 - 9,3,9,11,138.27406
3 - 9,3,9,12,120.0376
3 - 9,3,9,13,105.78096
3 - 9,3,9,14,80.17166
3 - 9,3,9,15,64.62179
3 - 9,3,9,16,8.811163
3 - 9,3,9,17,0.0
3 - 9,3,9,18,0.0
3 - 9,3,9,19,0.0
3 - 9,3,9,20,0.0
3 - 9,3,9,21,0.0
3 - 9,3,9,22,0.0
3 - 9,3,9,23,0.0
3 - 10,3,10,0,0.0
3 - 10,3,10,1,0.0
3 - 10,3,10,2,0.0
3 - 10,3,10,3,0.0
3 - 10,3,10,4,0.0
3 - 10,3,10,5,14.663704
3 - 10,3,10,6,57.82022
3 - 10,3,10,7,78.58175
3 - 10,3,10,8,111.06351
3 - 10,3,10,9,147.3117
3 - 10,3,10,10,142.98022
3 - 10,3,10,11,146.93701
3 - 10,3,10,12,224.8346
3 - 10,3,10,13,108.07453
3 - 10,3,10,14,70.983734
3 - 10,3,10,15,42.58664
3 - 10,3,10,16,7.6219006
3 - 10,3,10,17,0.0
3 - 10,3,10,18,0.0
3 - 10,3,10,19,0.0
3 - 10,3,10,20,0.0
3 - 10,3,10,21,0.0
3 - 10,3,10,22,0.0
3 - 10,3,10,23,0.0
3 - 11,3,11,0,0.0
3 - 11,3,11,1,0.0
3 - 11,3,11,2,0.0
3 - 11,3,11,3,0.0
3 - 11,3,11,4,0.0
3 - 11,3,11,5,12.9521885
3 - 11,3,11,6,77.128746
3 - 11,3,11,7,139.4389
3 - 11,3,11,8,205.56529
3 - 11,3,11,9,216.36154
3 - 11,3,11,10,232.13979
3 - 11,3,11,11,260.60947
3 - 11,3,11,12,257.75067
3 - 11,3,11,13,190.39732
3 - 11,3,11,14,104.85802
3 - 11,3,11,15,20.680054
3 - 11,3,11,16,1.9698583
3 - 11,3,11,17,0.0
3 - 11,3,11,18,0.0
3 - 11,3,11,19,0.0
3 - 11,3,11,20,0.0
3 - 11,3,11,21,0.0
3 - 11,3,11,22,0.0
3 - 11,3,11,23,0.0
3 - 12,3,12,0,0.0
3 - 12,3,12,1,0.0
3 - 12,3,12,2,0.0
3 - 12,3,12,3,0.0
3 - 12,3,12,4,0.0
3 - 12,3,12,5,22.95291
3 - 12,3,12,6,87.149185
3 - 12,3,12,7,126.0603
3 - 12,3,12,8,166.88768
3 - 12,3,12,9,192.77826
3 - 12,3,12,10,204.8874
3 - 12,3,12,11,214.87363
3 - 12,3,12,12,230.37149
3 - 12,3,12,13,142.30042
3 - 12,3,12,14,94.38081
3 - 12,3,12,15,52.104313
3 - 12,3,12,16,9.705763
3 - 12,3,12,17,0.0
3 - 12,3,12,18,0.0
3 - 12,3,12,19,0.0
3 - 12,3,12,20,0.0
3 - 12,3,12,21,0.0
3 - 12,3,12,22,0.0
3 - 12,3,12,23,0.0
